Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12,Joint_13,Joint_14,Joint_15,Joint_16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.028401315,0.7538463,-1.8829463,2.577066e-06,0.4241926,-0.5415168,-0.99203765,-0.003670544,-0.6297987,-0.7062609,1.9089236,-0.0060593076,-0.22048217,0.60840684,1.8914381,-0.008903239
1.0846498,-5.0,3.7444015,3.6425958,5.0,-2.6205082,-5.0,-1.448941,5.0,-2.2027209,-2.5795577,-3.1162748,5.0,5.0,2.7683802,0.66787785
1.3303943,-0.7215782,5.0,-10.0,5.0,-3.448289,-4.975068,-5.0,5.0,4.4738946,-5.0,-2.4854984,-1.5568236,5.0,5.0,-3.5868716
-0.34621036,-2.9010844,5.0,-0.94246465,5.0,-3.7455935,-1.9473085,-5.0,5.0,5.0,-1.3849866,5.781246,-0.3751154,5.0,5.0,-0.43140247
-5.0,4.014731,-5.0,0.3641019,5.0,-3.2226243,2.352852,-1.4548097,5.0,5.0,4.5310097,0.87704664,-3.5353365,5.0,4.615238,5.0
-5.0,3.7679768,-5.0,10.0,-1.2254876,3.4721417,5.0,-0.27656764,-4.1784782,-4.0563984,5.0,-0.43455765,-5.0,-5.0,-3.115164,-0.8610312
-2.3574378,5.0,-5.0,4.162836,5.0,-4.549237,-4.4199996,0.52020794,0.09908438,-4.250253,0.53197056,1.9344444,-3.6209257,-5.0,0.15443867,-4.984049
3.8953016,-5.0,1.0304646,-0.9275159,5.0,-5.0,-5.0,-5.0,3.8285258,5.0,-5.0,-3.7303987,5.0,-0.3032515,1.2043841,0.48288837
0.46504438,-3.0974393,4.729239,0.062438123,5.0,-5.0,-5.0,-5.0,2.45857,5.0,-5.0,9.97031,0.62745297,5.0,5.0,-0.91399264
-2.0643158,0.7557622,2.5263872,6.8278537,5.0,-5.0,-5.0,5.0,5.0,5.0,-2.6648135,9.04954,-2.4004078,5.0,5.0,-0.95250005
-5.0,5.0,-5.0,0.5590545,-5.0,3.0675926,3.0987673,-5.0,-5.0,1.705333,5.0,-7.3683443,-5.0,-2.7587152,-3.9394581,2.377742
