Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12,Joint_13,Joint_14,Joint_15,Joint_16
0.25621793,-0.0,-0.0,0.0,-0.1162624,0.0,0.0,0.0,-0.18292545,-0.0,-0.0,0.0,0.2513825,0.0,0.0,0.0
0.24110499,-0.008120762,0.00939635,-9.3919134e-08,-0.1402298,-0.0052443435,-0.0069395206,6.240234e-05,-0.1992533,-0.00807308,0.013784883,-0.0005332437,0.22612251,-0.005399307,-0.0123098595,0.000603284
0.24110499,-0.008120762,0.00939635,-9.3919134e-08,-0.1402298,-0.0052443435,-0.0069395206,6.240234e-05,-0.1992533,-0.00807308,0.013784883,-0.0005332437,0.22612251,-0.005399307,-0.0123098595,0.000603284
0.16867948,0.014417102,0.106161766,-2.4688812e-05,-0.121949516,-0.084878884,0.01999466,-0.27215484,-0.15077293,0.0133510465,0.08701622,-0.2027195,0.1749804,-0.050218634,0.084551975,-0.13125436
0.06629965,-0.019139135,0.34372494,-0.07312765,-0.19686377,-0.08666924,0.16799064,-0.7546434,-0.11878025,0.04393875,0.15053456,0.32701683,0.24136466,0.020094646,0.2749772,-0.029226203
-0.059157487,-0.03548206,0.38972437,0.022468992,-0.1703082,-0.11854533,0.27388906,-0.7070466,-0.04187386,0.11657786,0.2102868,-0.05165077,0.17935352,0.011784465,0.3045381,0.2601588
-0.023074612,-0.07674603,0.38897625,-0.0036003976,-0.1196513,-0.124908194,0.32923192,-0.5146577,0.07892581,0.035407767,0.4001166,-0.16757138,0.10397935,0.04051191,0.25799555,0.3158813
0.012465908,-0.112222835,0.35237077,0.089495815,-0.08535932,-0.18095161,0.38871634,-0.51752114,0.046380028,-0.0791698,0.40010992,-0.17446348,0.039082497,0.07182508,0.21986833,0.45229518
0.090414666,-0.112732135,0.38746327,0.2552198,-0.047357194,-0.16758141,0.31112987,-0.37539405,0.15749094,-0.19099604,0.3433047,0.033609092,0.19210277,-0.094097435,0.27664444,0.1745363
0.16188002,-0.011063364,0.4000162,0.19862695,-0.13151449,-0.12843336,0.34767425,-0.28014246,0.24059358,-0.2102011,0.29506543,0.2533936,0.40985188,-0.1686739,0.39988783,-0.0018693053
0.06088438,0.16530788,0.39090988,-0.025503267,-0.17680861,-0.041286997,0.35957104,0.10282773,0.30209094,-0.18246058,0.17915158,0.24699134,0.40978956,-0.13171977,0.39708185,-0.15075278
-0.15055045,0.2657505,0.3409672,-0.13577794,-0.19188306,0.005368643,0.3529731,0.2403502,0.35300863,-0.20038815,0.06415871,0.25631326,0.2893179,-0.075425245,0.3999273,-0.26084298
-0.25051704,0.21671781,0.1422614,0.10951254,-0.19105756,-0.11708359,0.33344212,0.22102863,0.2259781,-0.10705643,0.15219453,0.18991105,0.05042476,0.08321085,0.3102394,-0.14119309
-0.11336999,0.13809448,0.2972558,0.12854487,-0.2760947,-0.12127834,0.38119113,-0.26391563,0.056641974,0.093591824,0.3432178,-0.14063798,-0.013079269,0.14081812,0.3174736,0.01564422
-0.04157196,0.06209497,0.37625334,0.22185783,-0.22677203,-0.036259,0.40087023,-0.3174137,-0.1665052,0.14062202,0.40003455,-0.18799154,-0.08075984,0.19520536,0.26618344,0.34188986
-0.044076078,0.016850289,0.34858653,0.17880292,-0.096037775,-0.050217133,0.3193534,-0.24211934,-0.11100641,0.025178468,0.39989376,-0.30301794,-0.10421105,0.11485274,0.20021829,0.16350903
0.04849837,-0.033422414,0.34153518,0.38798764,-0.06313803,-0.037755456,0.30376256,-0.15043512,0.033727054,-0.056609366,0.21047206,-0.015075789,0.020090124,-0.03087076,0.26732448,0.13992842
0.15543559,-0.006311609,0.40000796,0.13948548,-0.13423046,-0.048811443,0.3477795,-0.04676557,0.0709646,-0.10960729,0.26016748,0.37627363,0.30979726,-0.19138223,0.40007493,0.03022227
0.07132395,0.0783928,0.393476,-0.0890718,-0.21728541,0.008584239,0.3768141,0.14178649,0.16196366,-0.06434839,0.19399661,-0.021722838,0.46175084,-0.16516586,0.39636776,-0.108858064
-0.11711673,0.13449933,0.310758,-0.09745291,-0.20318238,0.02012686,0.33511454,0.19461596,0.2112039,-0.077697046,0.062971786,0.20726433,0.2499848,-0.07694001,0.39996374,-0.24049059
-0.12606071,0.10747337,0.23844215,0.12738113,-0.20264152,-0.069531895,0.36335838,-0.10894174,0.096457124,0.04975607,0.15123865,-0.110541895,0.005599283,0.09504055,0.29858112,-0.2501469
-0.043272752,0.10666505,0.28334603,0.06680396,-0.31243286,-0.056917112,0.3984678,-0.18790537,-0.12785074,0.20215237,0.40004504,-0.11436513,-0.042550467,0.15440688,0.28542116,0.056096766
0.010437929,0.054274965,0.3066725,0.201534,-0.19526137,-0.010895307,0.39983052,-0.32172439,-0.2624197,0.17280912,0.3984706,-0.11217917,-0.1205267,0.15625152,0.19988573,0.2668522
0.024485847,-0.0072867344,0.27387005,0.23903698,-0.0742202,0.037126224,0.26997456,-0.17820972,-0.05881445,-0.027378172,0.33248085,-0.18443456,-0.13126265,-0.0026664396,0.172962,0.084356606
0.1203968,-0.077653445,0.36890042,0.28534093,-0.073444046,0.006474854,0.28208277,-0.1634355,0.05889649,-0.12533508,0.21314494,0.1261219,0.10096776,-0.16306558,0.29952276,0.13045691
0.18928646,-0.08371232,0.40001017,0.21621038,-0.16398038,0.034122568,0.33606765,-0.12806039,0.11202639,-0.13223489,0.20721754,0.16853328,0.28981683,-0.21664572,0.4000334,0.09415236
0.11918445,0.04987579,0.3893465,-0.0331721,-0.24033967,0.08521079,0.34755477,0.07587542,0.19690186,-0.09044881,0.11862844,0.07506159,0.43307778,-0.17265244,0.39432612,-0.07948747
-0.074782796,0.16238138,0.40015522,-0.08293021,-0.28565693,0.12294982,0.32358125,0.29406357,0.25535938,-0.10896915,0.03780708,0.22475107,0.36979455,-0.11767833,0.39986417,-0.22990303
-0.18134294,0.15669858,0.28567523,0.020959185,-0.22174068,0.07887524,0.27277347,0.34960052,0.22378235,-0.09744967,0.026103297,0.22123012,0.09891665,0.033578016,0.39862543,-0.29689467
-0.16908078,0.17080343,0.28730822,0.047439545,-0.22756007,0.050756488,0.3890158,-0.037479993,0.10114253,0.054452665,0.18607207,0.009194642,-0.019783555,0.1524757,0.28048363,-0.23823014
-0.10615871,0.14404503,0.3393425,0.092949316,-0.24223572,0.094202355,0.40003684,-0.2585448,-0.1530828,0.09929186,0.40007308,-0.06740579,-0.10037487,0.18715647,0.20183899,0.093496315
-0.09375967,0.104213305,0.34243527,0.2197246,-0.08509684,0.03519338,0.4012574,-0.28529447,-0.20053299,0.049189556,0.39827633,-0.14971267,-0.14652881,0.16664787,0.121550135,0.30002427
-0.057948284,0.0639075,0.27091455,0.19851582,0.020433085,0.046474412,0.2915495,-0.096033916,0.005208063,-0.074983306,0.29321072,-0.20009655,-0.08403752,0.03628662,0.1309953,0.21844521
0.103496894,0.0333159,0.31504998,0.32984126,0.021073636,0.055589996,0.30219996,0.13917518,0.0779713,-0.16318682,0.21764421,0.00201504,0.15156335,-0.15997432,0.33285376,0.14261007
0.17324452,0.023388738,0.39879036,0.102316655,-0.0665289,0.066017084,0.35164088,0.15409747,0.12790993,-0.18234721,0.2261811,0.14829443,0.348913,-0.19956425,0.40001592,-0.00016253963
0.0833782,0.1389261,0.38940582,-0.062061097,-0.11439879,0.06541026,0.34755006,0.21646829,0.19407345,-0.15855548,0.15996577,0.20025955,0.41730022,-0.15982573,0.39088848,-0.15190493
-0.15734035,0.20063007,0.2975324,-0.05170439,-0.114200786,0.089686304,0.29447842,0.21544069,0.24174404,-0.13934559,0.024840415,0.19670963,0.16919583,-0.05034788,0.39275533,-0.3848295
-0.15117276,0.17945388,0.24485885,0.12832625,-0.1566938,-0.029198976,0.40003452,-0.013403503,0.10010946,-0.046614807,0.16358867,0.09985785,-0.09193793,0.11631585,0.23639013,-0.2446909
-0.0979195,0.20055443,0.26387027,0.1416131,-0.2327465,-0.029165171,0.40001404,-0.1728032,-0.096813194,0.071190685,0.4001004,-0.028183602,-0.13608664,0.1717932,0.24221344,-0.0472436
-0.039562482,0.15346402,0.28367203,0.16656479,-0.18653448,-0.029874146,0.40130138,-0.3508206,-0.27964517,0.08609429,0.4000143,-0.23851894,-0.23184893,0.22768478,0.14227587,0.39583316
-0.027173998,0.098716475,0.273764,0.21887693,-0.0048374576,-0.07447102,0.29342592,-0.3008409,-0.17914069,-0.019916268,0.3971888,-0.3120071,-0.26642892,0.15361783,0.083544075,0.33486602
0.08138659,0.035779964,0.32613346,0.20302379,-0.021719001,-0.014597697,0.25703445,-0.15815283,0.03475383,-0.09266297,0.15922336,-0.06977162,-0.03532232,-0.061671525,0.30274516,0.17932734
0.18577552,-0.00922977,0.40001747,0.20301269,-0.12827659,0.027010005,0.3443067,-0.0641893,0.0396253,-0.121355556,0.26056823,-0.078635566,0.1807249,-0.18318456,0.40016508,0.060331196
0.15690847,0.06717213,0.40000707,0.026820028,-0.20329252,0.057710376,0.3633965,0.05640673,0.10457883,-0.12101754,0.24950762,-0.0008201179,0.3489895,-0.19470333,0.4000688,0.05856042
-0.019231327,0.14990643,0.4000045,-0.12866667,-0.27673498,0.098966174,0.37337,0.14689285,0.20065945,-0.12432875,0.13967998,0.08946379,0.3521665,-0.13443364,0.39816806,-0.01663394
-0.14408198,0.110275716,0.26388863,-0.016945632,-0.18962647,0.05029113,0.31402618,0.14407137,0.16768706,-0.13236262,0.10331524,0.12276634,0.12533042,-0.009441573,0.3976005,-0.1786265
-0.08820247,0.08868881,0.2825591,0.15292853,-0.22019139,-0.05725111,0.40003493,-0.11399296,0.030883607,-0.0027657778,0.25247145,-0.027656687,-0.022835804,0.07340033,0.28431398,-0.054885432
