Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12,Joint_13,Joint_14,Joint_15,Joint_16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.090216994,-0.5649713,1.8470957,-1.8046776e-06,-0.26793277,-0.7126161,-1.8787569,0.005592729,-0.07304107,-0.63390845,1.7113492,0.016827459,-0.31133226,-0.32528794,-0.6528234,-0.028638203
0.090216994,-0.5649713,1.8470957,-1.8046776e-06,-0.26793277,-0.7126161,-1.8787569,0.005592729,-0.07304107,-0.63390845,1.7113492,0.016827459,-0.31133226,-0.32528794,-0.6528234,-0.028638203
3.531803,-5.0,4.5054965,-1.468882,2.0012784,-2.151236,-0.08058989,-3.8436728,3.3410082,-1.695945,2.2829623,0.4592887,-3.3068447,-0.75608087,3.4909964,0.062934615
-4.592771,-5.0,3.827034,-0.01209118,5.0,-2.3936481,-1.519526,-5.0,5.0,2.5586953,-0.5150411,-10.0,-2.4220371,0.8583404,0.89523613,5.0
-5.0,3.8213327,0.5886344,8.30122,0.38656884,-2.3897054,0.4966302,-5.0,2.9415393,-2.2184186,5.0,1.4801124,-5.0,-5.0,-2.1658926,5.0
-5.0,5.0,-5.0,10.0,0.0782302,-0.3810578,-0.5701581,0.036661882,-0.6710832,-1.9325521,3.6384826,-0.0075264275,-2.8927605,-5.0,-5.0,5.0
-5.0,5.0,-5.0,-8.248808,4.9606786,-1.3561677,-4.095592,5.0,3.0733395,-2.9940872,-0.925164,2.0135107,1.1140308,-5.0,0.45923662,3.1343083
4.9158926,-0.37985522,0.92759764,0.5257746,5.0,-3.5072663,-5.0,-5.0,3.5634947,5.0,-5.0,5.464654,3.3867054,-5.0,-0.07595849,-2.3038638
2.471108,-3.5636735,5.0,0.05824897,5.0,0.20955878,-4.080142,5.0,0.8138325,5.0,-5.0,-7.627686,0.4961971,3.845428,4.547985,-1.3449162
-1.9225036,-4.3463163,5.0,-0.14975728,5.0,-2.4927416,-5.0,5.0,5.0,5.0,-3.0073833,10.0,0.36565897,5.0,5.0,-1.2237957
-3.7016258,-0.5417963,0.004012704,2.4582047,5.0,-5.0,-5.0,-5.0,4.4158506,5.0,1.0072803,3.4796777,-2.2639527,5.0,3.7545247,-1.2173054
-5.0,3.8044457,-5.0,0.32624927,-1.2526056,-2.589075,1.7714258,2.8081784,-2.5725722,5.0,0.68671787,1.4188048,-5.0,1.8374751,-1.0223144,-0.61010814
-5.0,5.0,-5.0,-2.7116957,-3.578958,-0.15874311,0.025670648,-0.24675344,-5.0,3.9815438,4.286015,-0.10242812,-4.2160244,-5.0,-5.0,5.0
-5.0,5.0,-5.0,5.8359814,0.2086668,1.7543498,1.7878653,1.7832129,-1.9590049,-3.7128346,5.0,-0.3320656,-3.4857252,-5.0,-5.0,-1.6765547
-4.9430513,5.0,-5.0,8.752232,5.0,-2.1858625,-4.023931,0.59069836,1.7228544,-2.5058599,0.13819084,0.2209436,-0.4890603,-5.0,-2.0322416,-5.0
2.2399626,-0.5329779,0.19675404,10.0,5.0,-5.0,-5.0,-5.0,5.0,4.6392756,-5.0,1.2521673,5.0,-5.0,-0.20839739,-2.0866575
1.947222,-5.0,5.0,-0.65506285,5.0,-3.1658256,-5.0,-5.0,2.9376397,5.0,-5.0,-1.928817,5.0,3.0547185,5.0,-0.22191183
-0.8433832,-3.0916014,5.0,0.1806247,5.0,-5.0,-5.0,-5.0,5.0,5.0,-5.0,10.0,-1.1313838,5.0,5.0,0.087243564
-4.4701385,1.7051346,-1.0250468,0.32989898,5.0,-5.0,-4.330709,-5.0,5.0,5.0,0.80176383,-0.23768479,-2.7168484,5.0,4.337874,0.14326316
-5.0,4.7639055,-5.0,5.5378823,-3.1386552,1.5691406,1.4292874,-4.0267096,-3.313974,5.0,5.0,-3.1237078,-5.0,-2.4495301,-5.0,1.358166
-5.0,4.9223385,-5.0,10.0,-4.276553,4.284319,4.2425594,-0.20644884,-2.758197,-2.619728,5.0,-0.8809371,-5.0,-5.0,-5.0,-3.2601585
-5.0,5.0,-5.0,-3.0697231,1.9563519,-0.2889049,0.8158709,-0.16428769,-1.1509227,-5.0,5.0,-1.0287222,-5.0,-5.0,-5.0,0.106096506
-0.80704415,1.5699042,0.2830279,1.0661716,5.0,-5.0,-5.0,-2.4704437,5.0,-2.2537465,-2.335488,0.015791584,2.9594283,-5.0,1.3506513,1.8837832
3.7507148,-3.930487,0.37809527,-0.22017083,5.0,-5.0,-5.0,-5.0,5.0,4.110649,-5.0,2.67165,5.0,-5.0,0.9215882,0.0016399026
1.9282985,-3.8663123,5.0,0.18187264,5.0,-4.565384,-5.0,-4.319863,4.1266546,5.0,-5.0,10.0,5.0,2.153452,3.620202,0.007326752
-1.3018277,-2.9321713,5.0,-0.18501025,5.0,-3.9980693,-5.0,3.4082527,5.0,5.0,-2.0562541,10.0,0.86989063,5.0,5.0,-0.1111195
-3.9824376,-1.2873826,2.042834,1.0538214,5.0,-5.0,-5.0,5.0,5.0,5.0,-1.8844115,10.0,-1.84355,5.0,5.0,-0.31055754
-5.0,2.3400507,-5.0,1.6425159,3.516194,-5.0,1.6829957,5.0,2.567226,5.0,-2.3878043,-4.57245,-5.0,5.0,0.952057,0.6462864
-5.0,5.0,-5.0,-7.5956173,-3.487555,0.17961109,1.1851535,-0.37628013,-2.752462,2.0343838,3.011714,0.32938996,-5.0,-1.0932873,-5.0,-2.9998484
-5.0,5.0,-5.0,5.9455647,-0.6230048,3.3124292,3.6861117,-0.17092042,-2.9731953,-2.8255968,5.0,0.0323202,-5.0,-5.0,-5.0,-5.0
-5.0,5.0,-5.0,10.0,1.8726892,0.07662547,2.0138347,1.6605333,-0.34346616,-4.381197,4.241185,-1.1251638,-3.734919,-5.0,-2.0316298,-3.469583
2.501154,3.617412,-2.4336598,-1.538932,5.0,-3.962808,-5.0,5.0,5.0,3.0584311,-5.0,0.41886184,4.659679,-5.0,0.5676253,0.6833976
3.9024644,-1.7717793,1.7107308,8.141052,5.0,-3.52394,-5.0,4.5645866,5.0,5.0,-5.0,5.3812103,4.906569,-4.8784275,1.4474783,-0.37759238
3.1605396,-4.805989,5.0,-0.5010127,5.0,-1.8766693,-5.0,3.697873,3.1705816,5.0,-5.0,10.0,3.9912026,2.75252,3.6540961,-0.509082
-3.1130152,-2.128089,5.0,-3.9538133,5.0,-5.0,-5.0,0.5868187,5.0,5.0,-4.6164193,-10.0,-2.482088,5.0,5.0,-4.549729
-5.0,1.3209898,-5.0,2.9810874,4.6033864,-5.0,-2.8180895,-5.0,3.0021641,5.0,3.5473292,-4.0431786,-4.660149,5.0,0.65287143,-1.5670352
-5.0,3.0853174,-5.0,-0.5267518,-5.0,0.6071377,3.2614462,0.22006917,-1.5034643,5.0,2.69485,-0.019768585,-4.809004,-1.3763337,-3.5381124,0.19499099
-5.0,5.0,-5.0,-1.3144209,-2.63526,2.0676796,3.5473266,0.56263655,-3.8164597,-0.47717416,4.7782145,0.68966097,-5.0,-5.0,-5.0,1.6131115
-5.0,5.0,-5.0,-3.0258613,0.23304439,0.1258598,2.4701133,-3.9389265,-0.5085733,-5.0,5.0,0.06331331,-1.5072272,-5.0,-4.643323,-0.19436622
-4.9334254,4.947686,-5.0,-2.6392612,5.0,-5.0,-5.0,0.07604034,3.3920398,-5.0,2.2675862,-0.84578776,-0.24644965,-5.0,-2.281274,-5.0
4.5088415,-2.4947991,0.6943097,0.19927861,5.0,-5.0,-5.0,-5.0,4.2332854,5.0,-5.0,0.59021723,5.0,-5.0,1.9175335,0.6629062
2.842498,-3.8766174,4.501773,-0.6033357,5.0,0.19061571,-4.36902,5.0,4.741427,5.0,-5.0,-6.5155854,5.0,0.6791774,3.8771677,0.77137697
1.6519157,-5.0,5.0,-0.2926059,5.0,-3.172452,-5.0,-0.62070394,3.0987067,5.0,-5.0,-10.0,2.6346598,5.0,5.0,-0.5034817
-3.5074415,-0.73928124,0.6757452,-0.07013241,5.0,-5.0,-5.0,-2.9388323,5.0,5.0,-4.728218,-9.268816,-0.26464283,5.0,5.0,-0.90979016
-5.0,3.6511264,-4.480893,0.08612283,2.7064,-5.0,-0.7169082,-5.0,3.309449,5.0,-0.50041157,2.560009,-3.0739253,5.0,1.2583023,0.35335025
-5.0,5.0,-5.0,0.8956893,-4.143836,2.1124082,4.533737,0.41995415,-2.4385219,5.0,1.8487623,0.53154004,-5.0,-0.95989686,-5.0,-5.0
-5.0,5.0,-5.0,-4.9251556,-0.20891106,1.5771233,2.050783,1.6875172,-3.0645275,-2.4561954,5.0,-0.0942969,-5.0,-5.0,-5.0,5.0
-5.0,5.0,-5.0,10.0,3.0768409,-2.8491988,-1.7032915,0.35370448,1.5476105,-5.0,4.239626,-0.27207243,-4.7747846,-5.0,-1.9717137,3.359571
5.0,-2.4515831,1.4092171,0.96296066,5.0,-2.0049403,-5.0,5.0,5.0,4.7142687,-5.0,3.1466959,5.0,-5.0,0.3256687,1.1896657
2.5080078,-3.1582303,4.3316174,0.14873199,5.0,-2.4257927,-5.0,-5.0,4.1625857,5.0,-5.0,10.0,5.0,-0.35307452,1.747017,0.46714866
0.9759834,-5.0,5.0,-0.6291394,5.0,-4.2081666,-5.0,-5.0,5.0,5.0,-4.9619045,-9.0349655,5.0,5.0,4.219216,0.76110995
-0.8799641,-3.0144982,4.0826416,-0.7319475,5.0,-5.0,-5.0,2.151446,5.0,5.0,-3.4236114,-8.889261,0.8035063,5.0,5.0,-0.6065313
-5.0,4.002066,-5.0,-7.3366933,2.9997535,-5.0,0.6517465,-3.7134216,1.0498049,5.0,-2.7155437,-6.466854,-5.0,5.0,0.7973577,1.80659
-5.0,5.0,-4.2540555,-1.5390673,-4.537404,1.3930761,4.322889,-0.5451497,-4.0170765,3.3197737,1.4231179,-0.16462228,-5.0,-1.898446,-5.0,-2.2264078
-5.0,5.0,-5.0,-10.0,-1.426225,4.7508397,3.3293235,-0.81546855,-3.880834,-1.6770192,5.0,0.16399045,-5.0,-5.0,-5.0,-3.0519462
-5.0,3.8022318,-5.0,10.0,5.0,-4.3705826,-5.0,-1.8855498,3.5119526,-5.0,0.72083855,-3.4080348,-4.082525,-5.0,0.4498183,5.0
2.5516791,-0.0731464,0.78240824,10.0,5.0,-5.0,-5.0,-5.0,5.0,2.8487983,-5.0,-0.18381327,4.303966,-5.0,-2.0305665,-4.395824
2.762517,-3.5195713,2.8734875,0.25483382,5.0,-3.5449235,-5.0,-5.0,5.0,5.0,-5.0,-10.0,5.0,-1.1329381,1.3353949,0.30781123
1.0350244,-5.0,5.0,-0.5005057,5.0,-4.594524,-5.0,-5.0,5.0,5.0,-5.0,-8.904675,3.6506274,5.0,5.0,-0.43147022
