command_x,command_y,command_yaw
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.05,0.0,0.0
0.05,0.0,0.0
0.05,0.0,0.0
0.05,0.0,0.0
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
0.15,0.0,0.0
