Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12,Joint_13,Joint_14,Joint_15,Joint_16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.3078917,-1.5313034,3.3029408,2.8561653e-06,-1.2804631,1.1340257,3.3211906,0.0012575572,0.79259944,-0.040075105,-0.36373165,0.0013831663,-0.24627475,1.2356728,3.3098187,0.0016173562
0.36441886,1.7384377,5.427905,29.17386,-1.4804797,3.581103,1.4376974,4.150507,1.5628345,-1.5634974,1.1861087,0.10596722,1.8785948,-0.40637207,0.41979328,-11.716209
0.10309994,1.8999057,1.9209285,17.19756,-0.36740568,-0.16876899,-1.0049344,-3.755733,-0.27268106,3.0590897,2.3048613,-6.0421505,0.60567695,-1.5335815,0.49462435,-15.023282
0.3458581,0.5999745,-1.8861623,0.12957896,1.4840671,-2.1328394,-2.3060942,-7.4827557,-1.1682919,1.4363971,0.46484828,-14.125265,-0.6720198,-1.4750247,0.116725326,-10.770008
2.1667058,1.2763683,4.3809576,14.288658,1.1904039,-2.627579,1.767077,29.750393,-2.188639,-3.3413126,1.6334302,-0.22124064,-1.7771937,-2.2555428,-3.2792656,-1.3598897
-1.1776873,0.24023652,-3.3507395,-7.460385e-06,-0.74043393,0.87920547,2.5868893,2.3920472,0.562245,-0.84617627,0.66303897,0.0029885862,0.30308035,2.0275838,0.2839587,1.0279582
-0.82267225,-2.4003932,-1.151668,0.40536857,-0.19025499,2.1025062,0.7048321,2.3656673,-0.6124724,-1.4186435,4.383502,0.0014424324,0.40040565,1.7280546,1.5269543,0.037151128
-0.056357056,2.5484397,1.3445385,-2.1718802,-0.18620268,-0.97297573,-0.11314994,-11.532253,-0.83468896,-2.2317042,0.8168241,-1.4230832,-0.045513794,0.8488582,0.49140903,-3.7043328
0.25537485,-1.3213106,5.3981986,1.5149956,-0.8521954,-2.2948332,1.9569472,0.4502033,1.2609334,3.326467,-0.8354944,-13.641174,0.8710943,-2.3999748,0.45319197,-15.485533
0.90178967,0.113568366,1.1403404,-15.187581,0.76271385,-1.7026713,-1.4409695,-10.139671,1.4950485,2.7291398,-4.4445915,-36.546196,-1.9043958,-2.185958,-2.57733,-0.58421624
