Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12,Joint_13,Joint_14,Joint_15,Joint_16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07319933,0.7310575,-1.9120395,1.399625e-06,-0.52072483,0.6447245,1.7520552,0.00033602281,0.09987859,0.54066896,-1.7186279,0.0009604177,-0.72899544,0.7152597,1.8461399,0.023440165
-5.0,5.0,-4.840411,-10.0,-5.0,3.0880356,1.3627436,-0.1358793,3.4130878,0.03519714,5.0,-9.152969,-5.0,0.58856666,-3.7261462,5.0
-5.0,5.0,-2.6871214,0.12702267,0.17380285,2.9386916,2.0537257,-0.29630086,-0.0057432353,-5.0,5.0,2.6763523,-3.229018,-5.0,-0.045330763,5.0
-1.5495565,5.0,-3.8065064,-0.34563828,5.0,-1.8766983,-1.1600132,-0.17037557,5.0,-3.159616,3.4436245,-4.22497,-2.0326214,-5.0,2.2914963,5.0
1.1654153,-5.0,1.0055926,0.45379218,5.0,-5.0,-5.0,-3.9387126,2.2039013,5.0,-5.0,-5.9079685,4.20417,3.6341782,4.1376867,-1.5065794
0.42386842,-5.0,4.182184,-0.23017934,5.0,-5.0,-5.0,5.0,2.007554,5.0,-5.0,4.639815,0.661548,5.0,5.0,-0.71154183
-2.5240183,0.12076914,0.46414247,0.114037305,5.0,-5.0,-5.0,5.0,4.9567075,5.0,-5.0,1.0014021,-1.8180842,5.0,5.0,-1.2904938
-5.0,5.0,-5.0,0.5480375,-0.06556231,-5.0,2.4035594,-4.251449,1.5548997,5.0,0.11704409,-0.43793818,-3.2320948,3.75729,-0.99417436,-0.1336287
-5.0,5.0,-5.0,1.7543739,0.6627512,-0.11268377,0.42676216,-0.08482081,-2.6271348,-4.699012,5.0,-0.44596386,-1.6530901,-5.0,-5.0,-4.0878725
-5.0,5.0,-5.0,0.91418207,3.4994712,-5.0,-3.76712,1.4798666,2.8863451,-5.0,1.0389014,-0.3428793,-0.62503827,-5.0,0.47429973,5.0
3.7114794,-1.7227703,-0.11487901,-0.01775658,5.0,-5.0,-5.0,1.6326962,3.6310058,5.0,-5.0,-5.8469553,5.0,-5.0,0.74325323,-0.3777594
-0.5472245,-3.5758588,5.0,-0.3077369,5.0,-4.819776,-5.0,4.7069616,3.4004085,5.0,-5.0,-9.325575,2.7080472,5.0,5.0,-0.73255515
-4.1199603,1.598449,-1.2729611,-0.31654558,5.0,-5.0,-5.0,5.0,5.0,5.0,-0.7916967,-10.0,-0.49052215,5.0,3.1832526,0.15606873
-5.0,4.2243843,-5.0,-4.015909,-5.0,1.6021944,4.5918226,-1.3443959,-2.0571167,3.9540098,4.586497,1.8484122,-5.0,-1.7678803,-5.0,-5.0
-5.0,5.0,-5.0,-6.5109644,0.5238908,-0.020715298,1.60209,0.03408385,-1.3436922,-2.99468,5.0,-1.1852813,-4.436314,-5.0,-5.0,-4.6702538
-2.1289062,4.8812895,-4.6286497,-1.981293,5.0,-5.0,-5.0,1.3034362,3.6114416,-2.1299934,-0.58527255,0.38484076,1.5548439,-5.0,3.8109546,-2.1192555
1.7407068,-4.404131,4.5742326,0.98787296,5.0,-0.94863886,-5.0,5.0,5.0,5.0,-5.0,-3.8167353,5.0,0.5456703,2.1402106,-2.0985951
0.71085453,-3.8526587,4.428952,-0.15854944,5.0,-5.0,-5.0,-5.0,5.0,5.0,-3.3955956,10.0,2.261582,5.0,4.8759866,-0.30379218
