-1.5714,-1.536,-1.5985,-1.6833,-1.7145,-1.7127,-1.6425,-1.5773,-1.5957,-1.6474,-1.6373,-1.5632,-1.5132,-1.4838,-1.47,-1.4672,-1.4725,-1.4859,-1.5101,-1.5503,-1.5304,-1.487,-1.535,-1.6229,-1.6779,-1.7013,-1.6456,-1.5838,-1.5992,-1.6468,-1.6297,-1.567,-1.5206,-1.4895,-1.4716,-1.4649,-1.4682,-1.4817,-1.5072,-1.5473,-1.5349,-1.4925,-1.5409,-1.6269,-1.6781,-1.6971,-1.6388,-1.5775,-1.5954,-1.6418,-1.6376,-1.5701,-1.5255,-1.4961,-1.4768,-1.465,-1.4613,-1.4687,-1.4914,-1.5349,-1.5275,-1.4939,-1.5465,-1.6337,-1.684,-1.7006,-1.6389,-1.5752,-1.5933,-1.643,-1.6367,-1.5679,-1.5222,-1.4938,-1.4767,-1.4654,-1.4564,-1.4485,-1.444,-1.4489
1.5714,1.5234,1.49,1.4766,1.4825,1.5027,1.5317,1.5654,1.604,1.6532,1.6328,1.591,1.6387,1.6933,1.6762,1.6273,1.5392,1.4806,1.5029,1.5521,1.5406,1.495,1.469,1.462,1.4709,1.4917,1.5205,1.555,1.5955,1.6468,1.6336,1.5954,1.6449,1.6983,1.6777,1.6247,1.5337,1.4743,1.4981,1.549,1.5461,1.5003,1.4744,1.4654,1.4705,1.4874,1.514,1.5491,1.5916,1.6411,1.6398,1.5974,1.6489,1.7041,1.6819,1.624,1.5264,1.4607,1.4816,1.5366,1.538,1.5011,1.4798,1.4722,1.4762,1.4903,1.5138,1.547,1.5906,1.6457,1.6378,1.5926,1.6414,1.7001,1.6916,1.6552,1.5757,1.5179,1.5394,1.5901
1.5714,1.5211,1.4978,1.4904,1.4931,1.504,1.5236,1.5533,1.5944,1.6475,1.6399,1.5914,1.6377,1.6928,1.6765,1.6279,1.539,1.4791,1.5007,1.5497,1.5399,1.4944,1.469,1.4622,1.4708,1.491,1.5194,1.5539,1.5951,1.6467,1.6345,1.5953,1.6445,1.6979,1.6774,1.6246,1.5337,1.4743,1.4978,1.548,1.5459,1.5002,1.4745,1.4657,1.4706,1.487,1.5132,1.5482,1.5914,1.6422,1.6406,1.5975,1.6481,1.703,1.6814,1.6243,1.5273,1.4617,1.4819,1.5353,1.5362,1.5009,1.4804,1.473,1.4771,1.4914,1.515,1.5476,1.5892,1.64,1.639,1.5964,1.6472,1.7048,1.6918,1.6501,1.5684,1.5132,1.54,1.5913
-1.5714,-1.5383,-1.591,-1.6698,-1.7043,-1.7121,-1.6511,-1.5892,-1.6038,-1.6495,-1.6246,-1.5598,-1.5128,-1.4833,-1.4689,-1.4661,-1.4724,-1.4868,-1.5107,-1.5488,-1.5275,-1.486,-1.5351,-1.6231,-1.6778,-1.7003,-1.6437,-1.5816,-1.5979,-1.6464,-1.6306,-1.567,-1.5204,-1.4894,-1.4716,-1.4649,-1.4682,-1.4817,-1.5073,-1.5484,-1.5351,-1.4925,-1.5403,-1.626,-1.6772,-1.6962,-1.6376,-1.5759,-1.5939,-1.6411,-1.6348,-1.568,-1.5232,-1.4939,-1.4754,-1.4648,-1.4618,-1.469,-1.4914,-1.5359,-1.5256,-1.4936,-1.5461,-1.6328,-1.6829,-1.6999,-1.6392,-1.5758,-1.5936,-1.6441,-1.6348,-1.568,-1.5223,-1.4938,-1.4774,-1.4677,-1.4598,-1.4512,-1.4442,-1.4482
-1.0396,-1.062,-1.0256,-1.006,-1.0544,-1.1229,-1.2086,-1.2606,-1.2395,-1.1965,-1.1935,-1.214,-1.2097,-1.182,-1.1365,-1.0806,-1.0214,-0.9639,-0.9085,-0.8499,-0.8584,-0.8878,-0.8606,-0.8737,-0.9829,-1.1088,-1.2253,-1.2802,-1.2497,-1.2012,-1.1963,-1.2098,-1.2023,-1.1756,-1.1337,-1.0819,-1.0254,-0.9678,-0.9105,-0.8512,-0.8492,-0.8776,-0.8498,-0.8658,-0.9809,-1.1124,-1.2323,-1.2878,-1.2555,-1.2081,-1.1915,-1.2088,-1.1991,-1.1696,-1.1283,-1.0812,-1.0323,-0.982,-0.9279,-0.8646,-0.8541,-0.8718,-0.8382,-0.854,-0.9735,-1.1107,-1.2352,-1.2928,-1.2588,-1.2045,-1.1941,-1.2197,-1.221,-1.1982,-1.1545,-1.0947,-1.0243,-0.9477,-0.8673,-0.7825
-1.9448,-1.9264,-1.9633,-2.0203,-2.0566,-2.0732,-2.0439,-2.0072,-2.014,-2.0391,-2.0257,-1.9815,-1.945,-1.9173,-1.8979,-1.8859,-1.8804,-1.8816,-1.8902,-1.9071,-1.8981,-1.8779,-1.9169,-1.994,-2.0578,-2.0861,-2.0529,-2.0089,-2.0115,-2.0349,-2.0222,-1.9794,-1.9437,-1.9158,-1.8956,-1.8826,-1.8763,-1.877,-1.8851,-1.9014,-1.8933,-1.8738,-1.913,-1.9908,-2.0555,-2.084,-2.0506,-2.0076,-2.0125,-2.037,-2.0282,-1.9821,-1.9455,-1.9173,-1.8961,-1.8812,-1.8726,-1.8713,-1.8788,-1.8974,-1.888,-1.8721,-1.9125,-1.9915,-2.0576,-2.0862,-2.0513,-2.0062,-2.0097,-2.0335,-2.025,-1.9816,-1.9483,-1.9234,-1.9039,-1.8871,-1.8712,-1.8558,-1.8424,-1.8341
1.9448,1.9215,1.9104,1.9095,1.9171,1.9311,1.9502,1.9733,2.001,2.0342,2.0323,2.0111,2.0451,2.0765,2.0501,1.9881,1.9109,1.8678,1.8794,1.9047,1.9049,1.8879,1.8807,1.8838,1.8963,1.9165,1.9418,1.9703,2.0012,2.0357,2.0344,2.0176,2.0533,2.0838,2.0546,1.9893,1.9095,1.8652,1.877,1.9025,1.9043,1.8873,1.8805,1.8835,1.8953,1.9145,1.9397,1.969,2.0011,2.0349,2.038,2.0192,2.0559,2.0874,2.0578,1.9913,1.9097,1.863,1.8738,1.9019,1.9015,1.8875,1.8822,1.8863,1.8992,1.9192,1.9443,1.9726,2.0027,2.0341,2.0347,2.0159,2.0488,2.0757,2.0477,1.9928,1.9268,1.8933,1.9172,1.9563
1.0396,1.0953,1.1409,1.1773,1.2046,1.2225,1.2308,1.2288,1.2162,1.1931,1.2183,1.2687,1.2222,1.1047,0.9735,0.8588,0.8482,0.8907,0.8878,0.8513,0.881,0.9582,1.0269,1.0854,1.1336,1.1718,1.1998,1.2164,1.2187,1.2032,1.2314,1.275,1.2261,1.1086,0.9778,0.8645,0.8549,0.8967,0.8913,0.8525,0.8715,0.9487,1.0182,1.0801,1.1335,1.1767,1.2077,1.2245,1.2263,1.2139,1.2308,1.2759,1.224,1.1038,0.9731,0.8643,0.863,0.9128,0.9107,0.8684,0.879,0.9464,1.0108,1.072,1.1279,1.1751,1.2092,1.2263,1.2241,1.2033,1.2231,1.2702,1.2218,1.1104,0.9985,0.9168,0.9436,1.0275,1.0774,1.0974
2.0856,2.043,2.0178,2.0092,2.0145,2.0302,2.0529,2.0806,2.1131,2.1533,2.1403,2.1092,2.1612,2.2275,2.23,2.1853,2.0908,2.0258,2.0405,2.0816,2.069,2.027,2.0025,1.9956,2.004,2.0239,2.0512,2.0827,2.1178,2.1599,2.149,2.1219,2.1754,2.2403,2.2381,2.1868,2.087,2.0206,2.0371,2.0799,2.0763,2.0344,2.0096,2.0001,2.0041,2.0193,2.0438,2.0754,2.1126,2.1541,2.154,2.1231,2.1783,2.2458,2.2442,2.1898,2.084,2.0114,2.0249,2.0707,2.0739,2.0421,2.0224,2.0136,2.015,2.026,2.0463,2.0757,2.114,2.1614,2.1594,2.1248,2.1726,2.2309,2.2253,2.1781,2.0866,2.0241,2.0414,2.0852
1.1803,1.2175,1.2502,1.2791,1.3029,1.3203,1.3303,1.3329,1.3285,1.3171,1.3367,1.3697,1.3383,1.2562,1.1557,1.0594,1.0312,1.0507,1.0499,1.0284,1.045,1.0977,1.1487,1.1969,1.2407,1.2786,1.3082,1.3274,1.3341,1.3273,1.3464,1.3802,1.3492,1.2657,1.1617,1.0623,1.0329,1.0527,1.052,1.0302,1.0442,1.0966,1.148,1.197,1.2419,1.2803,1.3096,1.3275,1.3324,1.3243,1.3429,1.3786,1.3491,1.2668,1.1634,1.0645,1.0369,1.06,1.0612,1.0371,1.0519,1.0975,1.1463,1.1954,1.2416,1.2816,1.3127,1.3324,1.3394,1.3338,1.3486,1.3785,1.3445,1.2649,1.1762,1.1034,1.1057,1.1604,1.2033,1.2295
