Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12
0.28758365,-0.0,-0.0,-0.26372054,0.0,0.0,-0.24952337,-0.0,-0.0,0.24121353,-0.0,0.0
0.3655705,0.49174464,0.056286413,0.050458923,0.14066721,-0.18936421,-0.014370128,-0.16553839,0.037836857,0.04771897,-0.5101382,-0.61175185
0.3065789,0.5335503,0.006316885,0.110213354,0.19169253,0.031797457,0.067506805,-0.3998322,0.18575877,0.026667496,-0.7871717,-0.34809685
0.32005447,0.20223984,0.10888378,0.17641197,0.3390479,-0.007634216,-0.12683366,-0.7549999,0.40000436,-0.1460593,-0.25803012,-0.41170335
0.43950903,0.00962961,0.15895572,0.31838077,0.39798427,0.19313529,-0.5232732,-1.141728,0.39908177,-0.1908099,0.011346046,-0.49040934
0.44357282,-0.21428281,0.040616315,0.4318274,0.45661476,0.29799604,-0.9549972,-0.82833827,0.40000525,-0.19623742,0.4033121,-0.5229943
0.4133273,-0.26433882,-0.21505924,0.06517549,0.42171463,-0.760011,-1.3543016,-0.317801,0.3998687,-0.2856933,0.5630782,-0.39603043
0.331025,-0.3192211,-0.25952497,-0.17193636,-0.14251181,-1.1912466,-0.971447,0.364901,0.28225332,-0.42125592,0.6003919,-0.052305605
0.8696742,0.23595157,0.4000002,0.14554918,0.0047806986,-0.5151306,-0.2799688,-0.18823826,0.07214429,0.34164634,0.023880335,-0.76582414
0.641238,0.89442635,0.3212677,0.16392115,0.25941092,-0.41733113,-0.28526887,-0.40380403,0.0287387,0.018632518,-0.68098015,-0.47587624
0.36536342,0.6859552,0.042721704,0.1956796,0.3982564,-0.248372,-0.34717253,-0.76098126,0.28924444,-0.13085596,-0.27338728,-0.12931204
0.50811696,0.30535197,0.33263674,0.194239,0.4666147,-0.24631147,-0.8755436,-1.1073383,0.4000026,-0.07558593,0.11320044,-0.37699628
0.4807566,0.04554394,0.34513,0.23367566,0.4716875,-0.096957296,-1.0931282,-1.0004585,0.38452807,-0.03974749,0.4068709,-0.42166385
0.50699884,-0.23673525,0.20865719,-0.22727549,0.11439407,-0.9101464,-1.3715013,-0.30336663,0.39998028,-0.11434557,0.6435489,-0.22221695
0.69676745,-0.30686715,0.4000002,0.107045464,-0.32434136,-0.32355604,-0.35349688,0.027335614,-0.117455,-0.049412355,0.6514851,-0.4463178
