base_vel_x,base_vel_y,base_vel_z,base_vel_yaw
-0.0016577543,-0.0031041738,1.0007285,-0.005741419
0.23687062,-0.010401965,-0.51758164,0.4466115
0.42316204,-0.012714546,-0.073116556,-0.025133079
0.69246167,0.019214533,-0.018728014,-0.01808572
0.8057204,0.013840187,-0.34343368,0.39353618
0.7323207,0.04496402,-0.004509928,-0.09099801
0.82642514,0.035438374,-0.008836379,0.18266033
0.79767346,0.09012934,0.025500808,0.13614361
0.82760334,0.054987952,0.0922374,0.11773512
0.76325816,0.053412374,-0.14717622,-0.28216615
0.89436024,0.046654943,-0.097688384,-0.13401552
1.0027152,0.041019898,-0.24785182,-0.48337013
0.81794685,0.007718869,-0.018100092,-0.24563596
0.76985735,0.047086593,0.033752017,0.036234442
0.78235006,0.111941464,0.06527318,0.13212311
0.80951905,0.1022827,0.07792679,-0.097225994
0.7616162,0.028123982,-0.07231399,-0.27906662
0.8781614,0.013739692,-0.11369565,-0.2036077
0.9722135,-0.0022536237,-0.42331642,0.116891764
0.84546137,0.043080334,0.0027002855,0.04944947
0.81525254,0.07707802,0.042983968,-0.079204805
0.829656,0.1657738,0.022133771,-0.091843925
0.85254514,0.12172097,0.0059845904,0.18631089
0.7618547,0.09595242,-0.050889708,-0.28317684
0.9171384,0.0661739,-0.18129303,-0.11450011
0.8953927,-0.02561301,-0.38540208,0.51090544
0.78287363,0.04768632,-0.045289423,-0.20602919
0.81887454,0.08874762,-0.016428918,-0.12838572
0.78252554,0.12861651,-0.028854633,0.17504679
0.78570604,0.15662113,0.07628107,0.14479032
0.79815567,0.060877953,-0.09560929,0.36649755
0.75175214,0.042262208,-0.030222585,-0.12484153
0.8300921,-0.026722137,-0.10970526,-0.030940736
0.9366497,-0.047729585,-0.23460653,-0.20602727
0.80939895,-0.018868431,-0.2406652,0.036689367
0.79322565,0.0013897505,-0.0082497075,-0.03104039
0.8088397,0.037869398,-0.056666315,0.095982574
0.772957,0.10101855,0.046802253,0.169558
0.8114258,0.08234491,0.10458009,0.07550894
0.7463191,-0.020540707,-0.32186976,-0.26584092
0.8668156,0.012461804,-0.023404218,-0.07186289
0.94840634,-0.047498558,-0.4373903,-0.25413236
0.80166286,0.06279136,-0.079427145,-0.045503717
0.7762957,0.11485605,-0.0005834914,-0.014460289
0.74112326,0.14847066,0.028072022,0.075102024
0.7416082,0.16579542,0.06814367,0.30254874
0.69640356,0.09326961,-0.30007175,-0.4144588
0.8147454,0.08319712,-0.037561603,-0.07864751
0.96290654,0.027769528,-0.17810014,-0.3372649
0.7869229,0.00021990435,-0.118971646,-0.10904162
0.7671257,0.050495215,0.03288288,0.16768828
0.74525434,0.11621359,-0.007480528,0.23613355
0.7528721,0.1598753,0.119004205,-0.0014052377
0.80322266,0.033612385,-0.1435297,0.5298861
0.7245335,-0.04001679,-0.0383807,-0.08300614
0.867391,-0.029504117,-0.118508115,-0.07309577
0.7607655,0.005486223,-0.13725811,-0.009208254
0.71961087,0.10677975,-0.0019702734,0.029578857
0.74747616,0.18752341,0.04836373,0.08984748
0.7615901,0.11842857,-0.21219671,0.4516834
0.7336628,0.048379757,-0.015537323,0.079338595
0.89078903,0.0054902877,-0.16357201,-0.25324914
0.83016497,0.009468389,-0.3148052,0.18052843
0.8112354,0.054323107,0.017823894,-0.03979226
0.7860555,0.043635406,-0.0042691617,0.29249433
0.765867,0.10529096,0.05732874,0.21050814
