Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.198955,21.455265,-34.63929,-8.717803,3.4014304,-7.6975007,3.640585,0.8161522,3.7592068,-5.116261,-25.081188,0.68445355
0.729054,0.5239099,1.3322499,0.22004107,0.08035231,0.14737013,1.2281991,1.1090204,0.14100033,2.1920445,2.7688193,0.8054724
0.11310513,-1.0472699,0.5430941,0.56171733,0.7983129,1.2207371,0.83364284,-1.3009279,0.118359566,-2.905059,6.409108,0.80648124
0.8732063,-0.7060579,0.4560007,1.5252224,-0.28432676,1.6364093,-6.865467,-10.65964,-3.8553894,-0.29352212,2.9548876,-3.6840384
0.86536723,-3.3673968,0.21149604,1.9462694,0.45743263,3.8975463,-1.9258491,0.14548911,-0.015939044,-0.76102847,5.170365,0.8622941
-0.6671979,-3.3179498,-0.70088595,-4.561822,8.145563,-35.208553,-5.2134466,5.5218387,-0.00022001928,0.6511235,3.3709974,0.98000836
0.32148638,-2.5556016,-2.3342886,-3.8288178,-6.32176,-6.572525,-1.5746491,9.261649,0.0010727644,-1.3635051,1.7586427,3.1108825
13.38594,-0.18922907,-0.00033131224,15.614124,-0.9129128,20.909567,22.666056,-10.1678705,-5.6195335,12.8625765,-3.8498354,6.069721
-2.6502924,13.151865,-0.00017515663,0.3370407,4.6655354,-0.10040136,0.22584257,-2.3008325,-1.5808079,-3.9093642,-10.393459,2.4211054
-1.6050513,0.039123252,-1.6004097,0.5902592,3.25774,1.9468752,-0.72489095,-2.5810378,-1.4666914,-4.4236383,0.28063187,1.8710824
2.6758635,-5.608274,5.9121976,-0.31029558,-4.597716,-5.9934006,-8.074261,-3.385661,7.4757166,4.752339,7.6612725,-13.150208
0.42869774,-3.6065543,0.5155135,1.0110483,0.9394256,3.3560798,-3.558706,-4.4537163,-0.01847429,-1.1482391,2.7283814,1.0711237
0.26792112,-3.569005,-0.444678,-1.6195095,-0.84886074,-9.816813,-5.0688796,8.236033,0.0012087603,0.14906059,3.2260594,1.1021558
-0.58981764,-0.96304834,-3.820323,-1.7268987,-2.3629303,-4.237227,4.848022,9.212613,9.087322e-05,-1.6167765,0.7504262,4.2318063
15.180272,-1.9374416,-0.0004191826,18.119553,0.46047935,27.38137,22.049618,-15.831368,-3.6986208,11.055447,-7.108116,-0.122573726
-3.0925775,9.579628,-0.00012359946,-0.6208399,4.2001505,0.64325637,1.2839094,-2.156686,-2.5312982,-4.807053,-9.025518,0.1216606
-1.7931131,-1.2981236,-7.5617986,0.7651171,2.4761207,2.6524744,-1.0340518,-2.8285267,-0.9180168,-4.5535,2.6924622,7.693478
2.8857627,-6.1554065,5.4957137,0.41969857,-2.6641026,-3.2179132,-7.8722515,-3.0207806,3.3743887,0.71092737,5.1886554,-4.4044666
-0.6197213,-3.555624,-0.41905996,0.75892484,1.7931094,3.6347203,-5.7567053,2.4753666,0.32006064,0.1444168,3.6645858,0.2852314
-0.07367724,-2.7848878,-1.7250534,-1.1641386,-3.735135,-3.5081131,-2.6729193,5.339689,1.1734973,-0.66303754,2.4521506,1.9656669
-0.81411403,-1.1516217,-4.063696,-2.2983143,-6.915481,-4.2342644,4.250932,10.132747,0.002115205,-1.6685417,0.6318736,4.4619746
12.446941,1.844313,-0.00039809477,-5.6447043,7.980279,-9.206478,24.561104,-17.317568,-5.013675,14.666285,-6.280418,-8.366609
-4.3309903,10.149662,-0.00014588365,0.15344794,4.33029,0.2862033,0.24855246,-2.2368038,-1.3423964,-2.8598807,-12.173096,4.205845
-2.637582,1.0422065,-1.6530514,0.65295875,2.634683,2.4613492,-0.613389,-2.2748718,-1.3401457,-4.861072,-1.0311892,2.0713506
8.597023,-7.963229,13.801176,-0.4114972,-5.4135795,-3.5679224,-1.140521,-5.3673677,-2.548267,3.1989584,7.00012,-10.632301
-0.18411171,-4.4958177,1.3646165,0.049188137,1.2210815,3.50585,-7.192507,-1.3972044,-0.010101916,0.46050352,4.486508,-1.0410733
-0.24544856,-3.423631,-0.43924958,0.23591428,-0.068214476,-0.14548492,-3.6486566,4.463612,-0.01773961,0.23144794,3.876563,-0.17640314
0.12786461,-2.6386619,-1.8741285,-5.496381,-6.0225863,-5.5214405,-3.2157044,6.712751,-0.00077679544,-1.3366082,1.900267,2.6457691
-0.5353522,-1.2504435,-3.629983,-2.6660552,-6.4418244,-5.8148155,3.87798,11.240617,0.00987421,-1.5984421,0.7829534,4.1622977
8.333749,2.7550428,-0.00042897952,14.98988,1.1190574,28.760023,25.151709,-11.792812,-6.834693,11.492994,-11.034646,8.253759
-0.4646629,14.258998,-0.00019107241,0.6158826,3.6236086,0.7760742,-0.016542315,-2.252674,-0.531977,0.27159703,-11.624337,0.2696508
-3.3725252,3.9969254,-1.5322604,1.1867307,1.8636159,3.0110745,-0.6853416,-2.3696117,-1.3849361,-6.6004815,-3.0003147,2.9152489
-9.389026,-8.985487,-0.33014408,-3.0519764,-2.7290554,-1.2206409,1.6172009,-5.193488,-2.142377,-3.9249063,11.629365,2.7357447
0.9906717,-4.442552,2.5101523,0.48866943,1.9823575,2.6455712,-7.7965846,-6.495367,-0.0109140705,0.5756767,4.5720987,-1.8203675
-0.25146157,-3.645324,0.01665566,0.91441965,1.0829889,3.6053698,-8.159074,3.7446604,-0.030774534,0.24917147,3.9837832,-0.42345607
0.05481983,-2.9512103,-1.3075637,-3.3088012,-1.3760619,-2.1330066,-3.1667912,6.8968053,-0.00048402557,-0.6302048,2.6393766,1.7602397
