Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12
0.21579263,-0.0,-0.0,-0.33278933,0.0,0.0,-0.43273452,-0.0,-0.0,0.15487449,-0.0,0.0
0.04971031,0.3896279,0.112910025,-0.11264345,0.060631305,-0.10826366,-0.10279888,-0.059151836,0.03534044,-0.050984263,-0.563781,-0.34707642
0.4608642,0.53322476,0.31010494,-0.12235596,0.24204962,-0.30683666,-0.21512654,-0.10705712,0.18439469,-0.07986358,-0.5286348,-0.5139749
0.6049064,0.6878146,0.34712029,0.016736303,0.3353757,-0.19483744,-0.30252206,-0.2443909,0.1759433,-0.057598595,-0.4491584,-0.5107397
0.4223452,0.6378532,0.13007626,0.16276866,0.37075022,-0.018091436,-0.263855,-0.77897,0.25799456,-0.07543989,-0.2543275,-0.4483568
0.5006566,0.22834894,0.25359756,0.3448728,0.47848672,0.21838796,-0.6415507,-1.1789973,0.39398897,-0.16361769,0.20221514,-0.6137549
0.51712203,-0.04767418,0.2689882,0.49847844,0.52466804,0.4192449,-0.8354202,-0.959804,0.39987275,-0.16490741,0.5403539,-0.6151732
0.50708824,-0.18591587,0.09801469,0.27798265,0.58950526,-0.16161986,-1.2330314,-0.6157633,0.39986378,-0.23816095,0.7021874,-0.4529896
0.44326556,-0.2593047,-0.15476409,-0.32127684,0.01898758,-1.1757993,-1.3002566,0.20283678,0.39994457,-0.44197434,0.6628292,-0.014485801
0.9197705,0.11113994,0.40000018,0.108264595,-0.036477227,-0.48371932,-0.25872922,-0.14257687,0.056255937,0.1885537,0.2788789,-0.8631982
0.72790515,0.8179813,0.39933348,0.13024984,0.17998351,-0.4234255,-0.23768044,-0.298793,0.0144206425,0.150867,-0.52561265,-0.6594211
0.3403608,0.7612731,-0.0051719844,0.17745654,0.31641635,-0.3174981,-0.2818007,-0.6097609,0.17919151,-0.21106672,-0.34378076,0.056810208
0.42926767,0.40689722,0.25032336,0.15019576,0.42240566,-0.28202578,-0.683474,-1.009599,0.40002105,-0.09266477,0.0107945455,-0.31499678
0.45622858,0.0402824,0.3193756,0.26258942,0.4621682,0.08883699,-1.0519445,-1.0152591,0.38505763,-0.07927583,0.39695668,-0.38418323
0.44759807,-0.18493806,0.17100509,-0.12212735,0.3539168,-0.662141,-1.3983094,-0.4135429,0.39995414,-0.13454524,0.6211742,-0.24785951
0.36540502,-0.27359316,0.08685774,-0.31340602,-0.1864633,-1.1999105,-1.086412,0.2914828,0.3585358,-0.2718232,0.6263174,0.075118326
0.9688244,0.18381739,0.40000018,0.12879303,-0.12504238,-0.4889301,-0.3308535,-0.119276166,0.02120727,0.29406935,0.13375203,-0.8979404
0.6236166,0.95201325,0.3097835,0.11976632,0.2003088,-0.45827314,-0.304442,-0.35715652,-0.04224465,0.04605412,-0.6391485,-0.44943577
0.36161476,0.67224854,0.09748239,0.15593712,0.35929286,-0.37898958,-0.37354568,-0.76793706,0.38721314,-0.07033291,-0.24848111,-0.23630115
0.4397814,0.25700265,0.33279005,0.19729395,0.4765313,-0.12783273,-0.9298195,-1.1354384,0.39682242,-0.02933648,0.1978814,-0.43540347
