Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5828438,18.292072,-10.445543,7.063496,0.02351934,5.2727885,13.826976,1.4760027,-27.801647,-2.0114553,-18.517584,-11.529165
3.268237,-18.917038,34.014164,-0.7581456,4.250143,-2.6102996,-3.6229155,-6.448901,5.8231983,-0.40566128,10.560059,-16.808283
0.83346605,-3.289034,1.4384089,0.49146837,2.04949,1.8733723,-9.820694,-5.809193,-0.008603463,0.26065648,3.9534454,-0.83392584
-0.34094957,-3.3250656,-0.73402464,2.1528018,-0.27418643,5.547977,-4.89309,1.4895356,-0.0007408606,-0.059721403,3.8561704,0.8363457
-0.21114266,-1.9449141,-2.470377,-4.908441,-6.401753,-1.0176493,-5.4241767,7.2329926,0.0038786929,-0.8321579,2.7692518,1.3688473
-0.18740158,-1.0312368,-4.838583,-5.1869287,-9.784354,-5.952179,2.488479,11.632432,0.0062101837,-1.8576291,1.093199,4.1217723
11.043449,5.9420633,-0.00041474914,-2.9494443,9.345968,-10.518655,19.742556,-15.798119,-3.4123647,13.253193,-9.710368,-5.4236603
-4.6277423,9.676346,-1.9750529e-05,0.31363404,3.5948045,1.5019352,0.34312534,-2.4463012,-1.4814732,-6.817862,-8.6067705,2.1872659
-4.55937,-3.4610035,-7.984495,1.473604,2.11637,3.0410988,0.80115277,-6.4856143,4.07348,-4.4601545,11.638357,8.883827
0.91338813,-5.254733,3.662482,-0.25732225,-0.18589468,-1.2866855,-9.592109,-4.436039,0.002476778,1.2448395,5.258768,-2.7240126
-0.3968186,-3.8144221,0.26185322,0.7851214,0.34370536,4.2606936,-4.707212,0.94480836,-0.005504542,-0.12228259,3.318584,0.85875446
-0.47392362,-2.9931033,-1.3174878,-2.9898663,-3.4785702,-2.585653,-3.156034,5.9840875,0.00355603,-0.40590084,2.403586,1.9978232
-0.8281754,-2.691964,1.2553326,-1.8618976,-6.0856915,-5.4105425,7.289615,12.607331,-0.8055488,-1.8465918,0.35768032,4.837071
0.060918584,10.59501,-0.00030858413,-0.40340197,4.9381175,-1.699604,-0.4446568,-3.2049234,1.3995699,3.8679893,-12.398934,-4.606533
-2.2510698,7.670385,-0.00014613566,-0.16018377,3.740115,0.8747147,0.33635125,-2.4710863,-1.0701462,-4.0625057,-7.43479,0.51178443
-0.919228,-0.66238236,-1.3574696,0.35770714,1.7174966,3.1550472,-0.07525222,-2.3841908,-1.2043229,-2.7023056,3.6667805,2.6251035
2.7002873,-5.1792245,5.7645855,-0.03489466,-5.0767527,-4.130375,-5.930454,-9.526519,19.139044,5.176371,7.7717705,-13.793483
0.15042381,-4.570934,1.4335784,0.28045988,0.7093128,3.5927203,-6.521171,-0.27382872,-0.008152141,-0.40715623,3.1247306,0.72568417
-0.547385,-2.9304168,-1.1840919,-4.145884,-3.364537,-1.2257615,-4.417192,7.1931934,0.15129548,-0.11782529,2.6678853,1.0929993
-0.2544927,-1.8812716,-2.8682632,-3.2452655,-4.593757,-5.9710493,1.043043,10.393,0.010456671,-1.3733014,0.9902481,3.81907
13.041371,-1.8292295,-0.00042877288,-4.452593,7.5673294,-7.715355,25.029417,-14.684024,-6.0818853,13.112572,-5.826577,2.5700943
-2.423907,9.435031,-0.00028629764,-0.012188859,4.7522707,-0.46351585,0.42168984,-2.2722974,-1.4050564,-1.5001708,-9.619432,-0.9976077
-2.7658854,3.69599,-4.1171737,0.17974964,3.2271738,1.7698057,-0.51533043,-2.6200721,-1.2051666,-3.752791,-3.6559234,4.149307
-7.946992,-8.228965,0.52257276,-0.53314227,2.980133,3.3421896,6.025084,-3.3666437,-5.859782,-3.7468402,12.06637,8.124591
0.25087225,-4.6323094,2.365798,-0.18932334,1.7449932,2.6826196,-6.4205623,-5.2375255,-0.013515661,0.806918,4.5012937,-2.2145817
-0.22238775,-4.2512097,0.38568938,-0.23364472,3.0915294,6.1349983,-4.892666,3.382082,0.00075845234,0.26768708,3.974989,-0.1757587
0.010595646,-2.9140124,-1.4265374,-6.0824394,-5.729511,-4.4334517,-4.3419642,7.366925,-0.0001839326,-0.47963914,2.9019632,1.4820751
