base_vel_x,base_vel_y,base_vel_z,base_vel_yaw
-0.001629684,-0.0031196687,1.0007193,-0.005658714
-0.09475782,-0.043142404,-0.6394314,0.4828535
0.18356013,0.08395594,-0.067792326,-0.114465035
0.5233475,0.11552313,0.0028838678,0.031587373
0.69489056,0.0701483,-0.27929208,0.1251157
0.7336923,0.047980603,-0.05342891,-0.022359649
0.75391346,0.054267995,-0.005043929,0.06633349
0.7391607,0.112472534,0.13067794,0.13486159
0.7940593,0.13749743,0.12022115,0.29923633
0.7348302,0.06097231,-0.13404685,-0.20087464
0.87316483,0.025430398,-0.044191144,-0.041191515
1.0037284,-0.005158828,-0.24863529,-0.3955779
0.76723236,0.022428073,-0.04389879,-0.11550486
0.7928241,0.07265188,0.052311078,-0.044528607
0.79686123,0.09497777,0.027675988,0.27793786
0.80729413,0.09313129,0.048223928,0.05969357
0.7566537,-0.034103047,-0.045664117,-0.2639264
0.88289154,-0.0294623,-0.09389129,0.034378655
0.97279537,-0.0885389,-0.4218,-0.24689211
0.80477834,0.015654711,-0.0475569,-0.0268514
0.7850362,0.070318356,-0.014711071,0.12326548
0.73891836,0.1602816,0.024839919,-0.07201537
0.71270114,0.15069455,0.013787191,0.07880076
0.6118588,0.013313111,-0.15441766,-0.46701717
0.665869,-0.027984388,-0.0342699,-0.17313951
0.8020872,-0.09531456,-0.18982707,-0.062487327
0.7723889,-0.0757748,-0.36124262,-0.33381546
0.73408264,0.046866756,-0.04671132,0.02335266
0.7406475,0.085157275,-0.022082426,-0.12183555
0.7529449,0.15797202,-0.0035986798,0.09803624
0.7591154,0.21549867,0.048577644,0.014771845
0.7615962,0.15686105,-0.25357175,0.14498892
0.7490176,0.10832608,-0.07706908,-0.13307233
0.9007393,0.01629432,-0.22239883,-0.033941854
0.8323659,-0.02489402,-0.44407642,0.1448908
0.76635444,0.0438924,-0.059068576,0.022587756
0.7804913,0.069789454,-0.018599631,0.22732592
0.75379926,0.12688394,-0.014244749,0.11149548
0.77784306,0.13102745,0.09293586,0.06815081
0.8433664,0.009661628,-0.22289479,0.50784785
0.7849171,0.03657623,-0.018770685,-0.13498144
0.97650164,0.013930985,-0.3421596,-0.19312802
0.81904066,0.038752902,-0.14277796,-0.37393773
0.8827032,0.059705365,-0.048782475,-0.04544725
0.83864254,0.08615397,0.046203338,-0.021992259
0.8107477,0.08730676,0.0676359,0.005880762
0.7466607,0.009092307,-0.21287724,-0.30911148
0.86019135,0.009397304,-0.046789102,0.1145877
0.9739847,-0.04866312,-0.24273245,-0.28206265
0.7769392,-0.029452965,-0.07382031,-0.16085236
0.77968246,0.050308924,0.056917883,-0.10864688
0.81115013,0.109650426,-0.001368703,0.20741001
0.79617065,0.13133264,0.04609917,0.040627487
0.8077756,0.11056194,-0.0036625925,0.36667797
0.83246773,0.0396761,-0.013777437,-0.3756572
0.9257728,0.00975333,-0.1581631,-0.12885204
0.76029986,0.039755143,-0.109492965,-0.36562
0.7786429,0.112565786,-0.0003230168,0.21538898
0.75539786,0.13164224,-0.04124167,0.08251439
0.7760973,0.025937555,-0.30105248,0.38085613
0.73421097,-0.049981114,-0.035398662,0.029256318
0.86892694,-0.058833793,-0.12493604,-0.21349725
0.86707133,-0.08039989,-0.38895622,0.05226845
0.7787728,-0.028130649,-0.055693578,-0.010987978
0.7798445,0.059541553,-0.005881852,0.0378615
0.76938474,0.15716632,0.0033499966,0.013662517
0.75073934,0.13522422,0.118818834,0.0015965461
0.68834335,0.049800932,-0.21863236,-0.30563653
0.7978472,0.0053091305,-0.052437957,-0.21207581
0.90516037,-0.050717838,-0.20280255,-0.23909312
0.77324796,-0.012319937,-0.17827193,-0.06336277
0.8131194,0.053801127,0.01513064,-0.10024885
0.80368125,0.10849411,0.057099253,-0.0077860616
0.8487299,0.03147893,-0.08135332,0.5709201
0.82663065,0.025498517,-0.01257187,-0.18862249
0.94782823,-0.011725107,-0.17406675,-0.11010501
0.8179863,-0.028585406,-0.24409121,-0.11215515
0.8453792,0.04539976,-0.038875338,-0.01385768
0.7935358,0.07946762,0.01063977,0.22447875
0.8549693,0.08804445,0.089299195,0.07652467
0.86723924,0.018671386,-0.23802498,0.21069159
0.8803724,0.05153326,-0.032201752,0.017328653
1.0025905,0.039718613,-0.20598674,-0.24870923
0.79379594,0.011192052,-0.07155579,-0.06177624
0.8383936,0.062180392,-0.020431845,-0.00033103712
0.77777797,0.10211616,0.065943696,-0.022864182
0.7785318,0.0808673,-0.02296564,0.17349763
0.76391083,-0.017760996,-0.05668354,-0.14017989
0.916341,-0.0050504724,-0.116535924,-0.21908726
0.9079791,-0.057369605,-0.3820084,0.29861537
0.8162933,-0.002429387,0.07005696,-0.06033094
0.8116706,0.05650544,-0.017789919,0.07298442
0.7885204,0.10319449,0.05322474,0.031933904
0.69563824,-0.038796127,-0.25144246,-0.039354958
0.7848684,-0.10104946,0.008447669,0.13304941
0.9188815,-0.09377664,-0.17706153,-0.3817158
0.7696839,-0.06616561,-0.17813121,-0.08687084
0.8035304,0.0476174,-0.032763306,-0.11039266
0.7670829,0.12393087,0.015243888,0.038719386
0.7669283,0.1267076,0.020542048,0.21529415
0.68807626,0.04857388,-0.02825947,-0.40136346
0.8017079,0.010933543,-0.10022336,-0.37789884
0.92311424,-0.039643437,-0.26484668,-0.24322882
0.7657666,0.037824187,-0.11154044,-0.0718457
0.782375,0.079364926,-0.01819387,0.025149245
0.8110518,0.07665142,-0.022340983,0.029573657
0.8162392,0.114915594,0.06513581,0.123472355
0.780474,0.046987236,-0.1641982,-0.18341383
0.9432932,0.002199844,-0.1743386,-0.021894865
0.86014533,-0.02596174,-0.33951515,0.50901484
0.7529748,0.038971193,0.050558288,-0.07276373
0.7895332,0.09859385,-0.021006456,0.2233474
0.8068531,0.12680915,-0.018396111,0.11888184
0.78964126,0.11640775,0.056963317,0.085440874
0.7012739,0.06137607,-0.15973268,-0.4621698
0.8085439,0.0016777273,-0.062466413,-0.16650634
0.9454233,-0.038015343,-0.2602793,-0.31143537
0.7644248,-0.023365527,-0.22694975,0.17498422
0.81407773,0.0035935692,0.020278841,0.17085779
0.788175,0.10774171,-0.03817534,0.031063579
0.8084609,0.11644189,0.070065856,0.14308098
0.7248669,0.08115844,-0.12913375,-0.29072237
0.86863494,0.04045533,-0.12146914,-0.017473781
0.96345085,0.0022640023,-0.3265052,-0.35619435
0.8093431,-0.012148832,-0.11509805,-0.07210568
0.84968054,0.051669683,-0.034871608,0.07473529
0.7717901,0.07461203,-0.017215263,0.20957701
0.8090333,0.06485041,0.09427107,0.24637787
0.8051856,-0.06945453,-0.32510567,0.023981517
0.8321367,-0.027458731,-0.022277478,-0.047597677
1.0029932,-0.028858455,-0.17544802,-0.2724472
0.8072672,-0.04809124,-0.08769493,0.5114134
0.8285427,0.019818764,-0.013404293,0.013341584
0.8044045,0.08616549,0.037798733,0.0530225
0.8597085,0.10982085,0.12038874,0.09703354
0.849569,0.02870741,-0.17351118,-0.30945572
0.9202157,0.066121295,-0.051866006,-0.0976079
1.0020536,0.02311225,-0.4055547,0.313753
0.79517174,0.04601709,-0.023726583,-0.29869014
0.80721605,0.091886066,0.036045652,-0.09037456
0.76049274,0.09358886,0.04652642,0.07441355
0.80405957,0.120904416,0.037582427,0.20240182
0.7177391,0.0008207918,-0.26644462,-0.12433051
0.83409816,-0.045774594,-0.037713863,-0.014063607
0.932139,-0.08233512,-0.26045588,-0.19238074
0.75146186,-0.038749434,-0.13524136,0.04436504
0.77604276,0.068395525,-0.014382981,0.031150404
0.78295064,0.12117844,0.0051672347,-0.027849903
0.8366079,0.11287609,0.115874805,-0.008823479
0.8480456,0.068050444,-0.04485499,-0.23655404
1.0260856,0.030292379,-0.19511682,-0.37367386
0.8356982,0.015779011,-0.08808233,-0.22344194
0.7935197,0.038813002,-0.010050815,0.10662397
0.7535533,0.15226571,0.042487167,-0.062163055
0.7435131,0.11863122,-0.052412976,0.119860485
0.64950246,-0.0001837085,-0.07353296,-0.12947816
0.8129122,-0.04792619,-0.09805189,-0.25186807
0.88519955,-0.047503393,-0.1902227,-0.32368168
0.75974005,0.001520843,-0.08960672,0.035585053
0.8228272,0.02564272,0.029025871,-0.17730285
0.805775,0.11401967,0.009366118,0.08613878
0.7970521,0.086405985,0.015340278,0.21182208
0.77307075,0.0604039,-0.12192171,-0.23602824
0.96259075,0.04466513,-0.20055822,-0.29765013
0.80016315,0.015682695,-0.06907481,-0.15503788
