base_vel_x,base_vel_y,base_vel_z,base_vel_yaw
-0.001660649,-0.0031043102,1.0007253,-0.0057696938
0.38318682,-0.030025005,-0.39841872,-0.37400147
0.6752465,0.026178338,-0.32269287,-0.43247786
0.66432285,0.035321854,-0.19258529,0.027978381
0.77416337,0.07463838,-0.071423635,-0.032467227
0.71941537,0.081743546,0.045338184,0.3397917
0.7625554,0.19163322,0.03149199,0.12135233
0.80755633,0.14029862,-0.18239142,0.373679
0.7651042,0.081250444,-0.023018032,-0.074703276
0.96217936,0.026240395,-0.22877112,-0.24239099
0.789387,0.00306271,-0.16074835,-0.07469186
0.81924677,0.059221722,0.040293235,-0.008840776
0.7853359,0.11727347,-0.010781484,0.10312998
0.7723989,0.12158856,0.0378217,0.18156736
0.6986863,0.04427332,-0.13768598,-0.2932496
0.7911662,-0.017845472,-0.06308094,-0.009340952
0.89265335,-0.08462021,-0.25960475,-0.29407373
0.7396445,-0.03316643,-0.16713083,0.15929632
0.76305264,0.046865795,-0.010061322,-0.07320266
0.76554716,0.0946788,-0.05709899,0.15175267
0.75747967,0.117593735,0.023792166,0.26709914
0.6799785,0.032489568,-0.1472207,-0.21410501
0.8113986,-0.04498936,-0.07041648,-0.06405551
0.8781976,-0.09202634,-0.3233597,-0.22795267
0.7193359,-0.044994265,-0.16818231,-0.048266266
0.7677711,0.045112498,-0.047521498,0.052286632
0.7574109,0.062644884,-0.03590088,0.054931026
0.76756036,0.11564142,0.060224514,0.029052138
0.754943,0.099134415,-0.0055687097,0.30185276
0.6757833,0.049359936,-0.13979706,-0.13673103
0.77067727,0.0077415816,-0.09462174,0.07700859
0.9015808,-0.013839351,-0.17637348,-0.15179788
0.7927263,-0.023187242,-0.27982625,0.17196783
0.7865687,0.06041353,0.00062027585,0.0048655565
0.81493795,0.05788516,-0.009990374,0.19472067
0.8176742,0.13037102,-0.024385653,0.051611412
0.79976904,0.12983598,-9.9373516e-05,-0.0459438
0.80828035,0.019696208,-0.12578237,0.2444691
0.70934564,0.0420085,0.002027682,-0.1301977
0.78942174,-0.007329215,-0.09185967,-0.015823513
0.9177319,-0.075077854,-0.28074187,-0.31673068
0.7109167,0.022945046,-0.011062462,-0.052468635
0.74688154,0.07622894,0.028560204,0.026837343
0.7409436,0.12530075,-0.044925768,0.042831235
0.7769685,0.14774455,0.039166406,0.09321394
0.77306104,0.03602258,-0.3718022,-0.28182563
0.8338594,0.061324723,-0.0420608,-0.08303808
1.0168569,0.012382316,-0.29719466,-0.4097721
0.8260473,0.0019216163,-0.14575541,-0.22252992
0.83933324,0.057257093,0.0041528894,0.045984164
0.83275723,0.054501876,0.013661904,0.21895316
0.8453349,0.08221793,0.1180135,0.20751336
0.9025776,-0.052838165,-0.23167966,0.52385247
0.824515,-0.0057108346,-0.08830749,-0.23176442
0.9885951,-0.0073256684,-0.1832816,-0.2778548
0.84711677,-0.024502642,-0.1930895,0.11804058
0.83201075,0.015972205,0.015047854,0.062139552
0.8571603,0.12695707,0.14253499,0.19859004
0.93696404,-0.0017947468,-0.14686279,0.70411855
0.857317,-0.019013178,-0.059007674,-0.25451562
0.99833125,-0.020005314,-0.26465747,-0.35677817
0.80948883,-0.002834925,-0.17970373,-0.06448503
0.8277358,0.04598249,0.0015465263,-0.13110073
0.81448644,0.065378785,-0.02229083,0.20550244
0.803175,0.12240667,0.08426959,0.096515745
0.86094695,-8.321018e-05,-0.31496933,0.29391477
0.8083724,-0.0011778648,-0.020015031,-0.14620674
0.92956513,-0.023612756,-0.20098323,-0.23242018
0.75124305,-0.022424128,-0.18787777,0.10137244
0.76150686,0.07052494,0.061428517,-0.18303736
0.8059432,0.08670048,-0.031171998,0.16407208
0.79574627,0.144634,0.101918414,-0.106055014
0.73515093,0.019882787,-0.336637,-0.30670762
0.83638275,0.038505062,-0.07079667,-0.08390629
