Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.5363128,9.927999,6.2778997,7.0515804,-3.7678132,19.49489,9.610724,0.7823803,-14.506031,-6.05738,-17.52851,-7.660139
-0.5734058,-2.4180872,-4.765373,2.2140577,1.802053,-1.8965063,-3.0981653,-3.383277,3.941575,-0.42585906,12.542262,4.732381
3.165507,-1.8645018,1.2238603,2.4966047,1.6209508,0.36077303,-7.310072,-8.191691,-0.011091923,-2.5867,1.9857836,-0.2154626
-0.67227423,-6.764931,0.52324665,2.984474,0.11695367,4.634413,-3.839838,-0.14979358,-0.01746342,-0.83294576,3.47376,0.7284018
0.18665624,-2.3851717,-1.873698,-5.608577,3.4571524,-20.713432,-5.222662,4.653637,-0.022402633,-0.43106693,3.3926356,0.8352961
-0.8834168,0.06712427,-5.092544,-10.682231,-6.8160105,-16.456081,-3.473119,9.599584,0.009001768,-2.2043734,0.57256335,4.18296
1.4093835,9.146532,-1.4610773,9.801965,-5.068375,5.295236,18.541704,0.76264864,-4.059971,-1.3221496,0.5411499,4.28193
-1.5566907,10.660054,-0.0003304521,0.27934507,4.3382187,0.41195267,0.867811,-1.9241941,-2.330579,-1.0388296,-10.002535,-1.7541975
-4.5124063,2.2713892,-5.2308846,0.9996931,2.8538973,2.3548625,-0.67824256,-2.2840054,-1.885462,-4.273629,-0.48486263,7.0742245
2.6390586,-6.6573234,6.553183,-2.9244113,-4.449273,-3.945439,-2.3475006,1.7247694,0.45512187,2.4662073,6.574043,-6.9448304
-0.08312906,-4.0172806,0.3499121,1.0706648,0.6368481,4.132903,-5.3914056,-2.6038628,-0.781039,-0.5845517,3.648432,0.4215368
-0.09811376,-4.211099,-0.45742923,-3.9882996,-3.6263547,-2.545243,-4.8322215,6.3206778,-0.00056315365,-0.3093187,3.3561666,1.2657287
-0.9385307,-1.8815881,-3.5737472,-1.0553321,-9.089695,-2.6997745,7.114121,10.866391,-1.3076613,-1.9692107,0.27608752,5.194719
2.1792676,13.735871,-0.0003579238,-0.3676072,5.9219866,-2.1535003,0.4792033,-3.4047546,0.24297988,5.317142,-11.703265,-9.578352
-5.6481676,8.791553,-2.7224902e-05,0.11694953,3.865367,0.7502632,0.1767053,-2.5240536,-1.2710799,-4.310037,-10.855699,2.8766878
-4.831232,-5.843138,-0.75037485,0.48338467,2.068364,2.576503,-0.9937774,-3.0037677,-0.439197,-3.4425523,8.481935,5.213494
0.6227901,-5.4134994,3.690191,0.028473737,-1.8030741,-2.1629899,-11.045622,-5.1535997,0.0016088495,1.8402096,5.268218,-4.0198555
-0.53033936,-3.5846,-0.21846507,-0.04677671,1.680159,-7.1618023,-6.01812,4.016867,0.000507612,0.26159668,3.5211768,0.18851401
0.306019,-3.2479343,-1.4676945,-3.1763544,-3.0807123,-0.88460857,1.0706095,7.981841,0.48216692,-0.56300616,2.2898436,2.5695248
-0.06073927,-1.2686667,-3.5309935,-1.7685273,-3.5646527,-5.6169925,3.3593354,7.358995,0.88118804,-2.1087146,0.53279734,4.352943
6.5420756,10.657598,-0.00041068753,1.3811649,3.8913145,-0.8427776,-3.279088,-4.3385134,3.7859852,11.870936,-12.22747,-10.989504
-2.4365225,8.682449,-0.00017146816,0.40379205,3.3642838,1.326213,0.3500257,-1.945257,-2.0741322,-4.3102517,-8.394147,0.21380736
-4.812095,-0.15205882,-8.431392,0.6742912,2.5973933,2.4917617,-0.6359746,-3.0156815,-0.3789066,-3.0919993,6.612007,11.117803
2.111718,-4.9452243,5.5124855,-0.28367066,0.6805955,-2.4139223,-6.1991954,-3.7276661,-3.654055,6.2042255,8.667062,-14.950478
-0.053419575,-4.3691907,1.2565039,0.63106894,0.23954451,4.1280165,-3.9991114,-1.9414006,-0.005872244,0.41196424,4.173702,-0.8811806
0.23403081,-3.8469198,-0.34246033,-2.7554612,-4.023978,-1.7177223,-5.223774,6.3310947,9.9006924e-05,-0.507726,2.7109685,1.7357674
0.16352682,-2.7913651,-2.01829,-3.7872026,-5.4316573,-5.6835794,0.69381976,10.410445,1.294058,-1.1286795,1.3108547,3.7461216
-0.64036334,0.78807735,0.21785437,8.064186,-4.2769575,8.146815,17.492384,5.060702,-4.8478575,-3.105768,-0.7811093,5.478029
3.738285,10.6550865,-0.0003564147,2.506651,2.554444,1.7069278,-2.6564214,-3.2450323,1.9182363,7.654158,-15.3226,-5.410128
-3.1854713,11.754064,-3.277298e-05,0.18997155,3.0834126,1.8401629,0.29824695,-2.3411012,-1.3264822,-6.592615,-9.798242,1.7905866
-2.7922754,-1.7142642,-1.8009748,0.7276438,2.195392,3.1031165,-0.43129653,-2.4832993,-1.5700209,-6.0258336,1.0770069,3.197882
0.3320011,-4.660741,5.3226805,-1.8059193,2.1321912,2.3595686,4.843209,-3.7464697,-6.2193403,-3.5099092,16.276815,5.6353226
0.38957742,-4.7787533,2.959675,-0.76238215,1.6366944,2.4231772,-9.579454,-4.8250685,-0.006842182,1.0614344,4.2623,-2.1723604
-0.37455174,-3.8264017,0.30885732,0.9189227,9.3411654e-05,2.7104366,-2.9989932,2.4238753,-1.1917669e-05,-0.026666516,2.962427,0.6312021
-0.1423197,-3.0176744,-0.8934624,-1.4792701,-4.557796,-5.8431563,-4.3577766,6.376882,0.00047527603,-0.66899884,1.9354951,1.8389053
0.23294222,-2.0727534,-2.4753017,-5.2065706,-7.1131315,-7.3433867,-0.7999184,10.65713,0.0023691794,-1.8677461,0.82914054,3.9226513
1.718725,2.3861337,0.05745116,9.835023,-3.254701,6.073142,17.163656,4.5171514,-4.7036166,-4.561033,0.35466802,7.3959575
0.35372105,11.990603,-0.00033136964,0.022784498,4.402561,-0.73011947,0.12151061,-2.4452589,-0.37218672,7.6529603,-11.757672,-6.7012734
-5.3738704,8.616078,-1.8880939e-05,-0.025374578,3.5611115,1.0981141,0.24245992,-2.2631798,-1.3852193,-4.328461,-11.007538,2.6176636
-6.2588487,-4.062922,-9.88197,2.3752677,0.40861446,-1.1505598,0.3044343,-5.6190233,4.6817174,-5.558191,9.300114,9.81899
0.1655688,-3.8415525,1.3219877,0.15733333,1.7192496,2.5845554,-5.203875,-3.9475439,-0.010170575,0.639012,4.0920305,-1.120664
-0.35464644,-3.46514,-0.22677833,0.900079,0.081220746,4.0581465,-1.9705607,3.6390338,-0.005939969,-0.06436769,3.0949106,0.508676
0.33066463,-2.8686082,-1.4606216,-5.453144,-5.298056,-6.185515,-1.9179277,7.060855,-0.00063570327,-0.8906517,2.1452324,2.1322238
-0.4874207,-0.92777455,-4.1083164,-1.5523647,-8.084223,-5.7456284,4.9777465,10.060858,-0.0033220644,-2.3880327,0.23066823,4.93039
9.849647,14.083823,-0.000417193,3.4833293,3.3125973,0.39919674,-8.593106,-8.239207,12.609827,9.173239,-12.823534,-14.156268
-3.7002697,9.087136,-0.00012908762,0.9501297,3.4354136,1.5706729,0.19026291,-1.7817175,-2.6109235,-4.6859894,-8.524532,1.0175953
-4.5456057,-6.1671057,-1.4278429,1.3718141,1.7462076,2.9661353,-0.1939702,-4.174179,-0.0119551085,-2.837098,8.675723,6.0318155
1.113543,-5.0102563,2.9864695,0.101345815,2.2175393,2.243773,-8.750969,-4.9691105,-0.014894488,0.46879917,4.85693,-2.8816087
0.59781855,-3.7403722,0.05881385,1.700978,0.45492777,4.196014,-4.95606,1.8819,-0.0029034643,-0.60113055,3.7103896,0.38449404
0.19648033,-3.226655,-1.2635576,-5.965959,-5.814678,-9.241827,-4.244658,7.8266625,0.00040937564,-0.77674204,2.790698,1.6385486
-0.8947997,-0.8241117,-3.8485332,-1.7838829,-2.461716,-5.8219557,3.0604982,9.490118,0.0005355817,-1.3551604,0.69566226,4.2691307
10.795206,0.6044829,-0.00042697974,-5.784162,7.8440094,-8.809609,24.410654,-14.638021,-13.8297,13.688532,3.9652102,-35.68153
-3.339811,13.477441,-0.00024919404,0.4383817,4.4548182,-0.117897555,0.41350532,-1.7568561,-1.6053008,-1.236324,-12.226364,1.095983
-5.0501804,3.0839612,-12.10637,0.44626188,3.4951754,1.3060704,0.7724602,-4.4689345,1.7801095,-4.1027837,-0.27599934,22.439924
2.1816475,-5.8809333,5.099549,-0.80359375,2.6620529,-0.4358392,-5.6387935,-3.6176145,0.008970296,0.9892703,5.4288635,-4.2356915
0.18762511,-4.2607813,-0.17750351,-2.3269062,-3.132744,-2.9174922,-5.512376,4.7851243,-8.531823e-05,-0.10035506,3.9470747,0.68208456
-0.46882558,-1.2662663,-3.6621096,-2.633645,-4.685398,-5.6117296,2.836323,9.458391,0.0030010908,-1.3162177,1.1027815,3.9337795
9.425687,9.446415,-0.00039346394,-2.1015134,8.710775,-10.406225,-3.2067149,-4.5054154,3.9304922,11.044255,-12.466748,-10.231578
-3.8770125,10.134946,-6.4572305e-05,1.2053688,3.4508376,1.1007473,-0.5860583,-1.8626125,-1.3701906,-2.4446597,-12.317606,9.148288
-3.0048826,-1.2956648,-2.0066643,0.62037593,2.5401628,2.5164497,-0.38050658,-2.260901,-1.2664677,-4.3720613,3.5610082,5.686422
0.7449986,-4.9689317,3.110308,-0.8375462,5.009443,-0.006165266,-7.9173317,-4.5213327,-0.030970342,1.2808182,5.54621,-3.7485373
0.41947383,-3.9205506,0.18928298,1.8670005,0.0051751137,4.8412676,-6.3999276,0.56105524,-0.22881456,-0.8718233,3.516861,0.848654
0.3578718,-3.8159933,-0.86028737,-3.17764,-4.7617884,-4.8468285,-2.9633238,7.5406427,0.0022086492,-0.25849012,3.3116882,1.5445518
-1.1807653,-0.8556957,-4.2822323,-3.4652567,-5.0025945,-5.675826,4.2118254,10.143726,0.56756574,-1.1017426,1.1969254,3.7981825
10.465735,7.9731526,-0.00041260186,-6.4856563,7.817919,-10.287613,26.123264,-14.290243,-12.315202,15.392995,-4.5834093,-29.067629
-4.8688927,11.258061,-0.0001476504,0.2984107,4.779242,-0.33156544,0.30809143,-2.3409424,-1.7590231,-4.6217647,-8.742796,0.17893675
-2.2944558,-2.036462,-1.966971,0.19271383,2.9161747,2.159522,-0.09392057,-2.3279185,-1.7855687,-2.4190571,3.2752903,4.4832273
3.1018245,-6.119337,5.84536,-1.9348477,-0.40626726,-1.3235809,-8.946157,-2.3106778,0.0031515355,2.8378928,7.4630146,-10.421095
-0.22509128,-4.1850305,0.8603571,0.49163613,1.0353477,3.5251594,-4.4606724,-2.044321,-0.0099722,-0.2926144,3.6078432,0.61919147
-0.09892663,-3.1698525,-1.1507933,0.63893133,0.086019255,3.0342512,-1.8119553,4.1586323,-0.4278868,-0.7707536,2.5587513,1.781868
0.09903933,-1.7896475,-2.9390266,-4.192197,-3.481482,-7.3701544,-1.6225067,9.499297,0.015668094,-1.6274041,1.1771917,3.5993986
12.206763,0.40590408,-0.0003978376,16.199892,1.1169708,35.56821,24.484293,-15.3692,-8.35309,13.2429285,-5.6160145,-7.438199
-2.4627953,12.352906,-0.00027030532,0.37934515,4.212562,0.4869731,0.39854825,-2.3330195,-1.4691353,-1.9293464,-9.196575,-0.48213506
-4.95934,-3.7128973,-2.0609598,0.9142588,2.6443539,2.4219904,-1.1055553,-2.8804522,-0.764819,-3.7175465,4.635979,5.3362556
0.8754923,-4.6828175,2.6188996,0.14479375,2.3286123,2.4409397,-7.1060877,-5.7954187,-0.0106963385,1.3466606,5.4076896,-3.5817363
-0.23808852,-4.0022225,-0.30134064,-0.4523345,-0.0010129809,0.17265427,-5.367897,3.450776,-0.018342912,-0.24515653,4.053848,0.24737908
0.78074414,-2.3017683,-2.3954566,-5.2331605,-4.7331223,-9.5419035,-3.8580887,9.91753,1.5869795e-05,-1.8758835,2.0299268,2.786158
