Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12,Joint_13,Joint_14,Joint_15,Joint_16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.23765051,0.65372056,-1.8378928,9.68555e-07,0.21547034,-0.38326126,-0.9325186,-0.0068060383,0.28188068,0.70242584,-1.8068616,-0.0060953833,-0.38938093,-0.76619685,-1.8886919,0.013330068
1.0674382,-5.0,5.0,0.8405981,5.0,0.972651,-5.0,-2.2398038,5.0,0.09671044,-3.0833726,-8.644875,4.2249947,5.0,1.2262149,-0.76784927
-5.0,2.3794675,5.0,-6.325301,5.0,2.9794364,2.1831934,5.0,5.0,1.1911639,4.0225067,0.430664,-5.0,2.7019591,1.0688915,5.0
-5.0,4.3258667,-5.0,10.0,-0.2557236,0.58915377,2.8000379,0.61442536,-0.6123477,-4.0775647,3.2769027,1.0028269,-5.0,-5.0,-1.6681799,5.0
-5.0,5.0,-5.0,-0.3783883,-0.49285746,0.3330348,2.8856943,0.598642,0.020403743,-5.0,5.0,-1.2359953,-5.0,-5.0,-3.7485852,-5.0
2.0086143,-0.71272135,0.90265834,2.8837633,5.0,-3.6923323,-5.0,5.0,2.587793,2.788537,-3.8457954,-0.19424014,2.357411,-5.0,0.1286155,0.39696822
2.5047288,-4.800548,5.0,-0.31721726,5.0,-3.5438473,-5.0,4.1613917,1.0438461,5.0,-5.0,-8.992251,4.130563,4.18931,5.0,-0.46110722
-2.070406,-3.2597613,5.0,-0.33616772,5.0,-4.9611306,-5.0,5.0,5.0,5.0,-3.7601256,10.0,0.7029747,5.0,5.0,-0.16105361
-5.0,2.2706127,-2.7489429,1.0602015,-0.2122437,-5.0,0.19616495,0.6890496,1.9687757,5.0,-0.89040184,-2.4890857,-4.5151415,5.0,-0.60564905,-0.54804295
-5.0,5.0,-5.0,8.014702,0.69557697,1.9443417,2.099436,0.2540171,-5.0,-4.201899,5.0,-0.45464236,-3.8601496,-5.0,-5.0,-5.0
-2.646104,5.0,-5.0,-7.3708916,4.562068,-4.439559,-5.0,0.5576455,1.6941663,-2.1692543,1.8361094,-0.40725198,0.7495585,-5.0,-2.1545105,2.4620318
4.029869,-3.0588431,-0.063830495,-0.23182844,5.0,-5.0,-5.0,-5.0,5.0,2.082044,-5.0,6.106771,5.0,-5.0,1.060646,-0.16250396
0.69063926,-3.876114,5.0,-0.15772322,5.0,-5.0,-5.0,-4.1528463,3.1225905,5.0,-5.0,-6.169697,4.3749876,5.0,5.0,-0.6920243
-3.4017153,-0.4922908,0.81389844,2.4010208,5.0,-5.0,-5.0,5.0,5.0,5.0,-2.7978528,-3.5739934,-1.1883948,5.0,5.0,-1.3576096
-5.0,5.0,-5.0,-5.854611,-5.0,-0.35949963,2.102792,-0.55249554,-5.0,5.0,2.2115154,0.20443463,-5.0,0.5873306,-1.7438469,-2.0651836
-5.0,5.0,-5.0,0.62953126,-2.3037424,2.3959231,1.8372599,0.23133697,-2.9473588,-3.4417884,5.0,-1.1007572,-2.3670583,-5.0,-5.0,5.0
-1.8237447,5.0,-5.0,4.9278316,5.0,-4.9525414,-4.022727,0.34988093,4.238021,-3.6152577,0.65534025,1.6918795,1.5203481,-5.0,2.0261235,1.7994071
4.399042,-2.3096488,0.12515938,-0.2593466,5.0,-5.0,-5.0,-5.0,5.0,5.0,-5.0,-5.795126,3.5326045,-5.0,0.48600936,-1.8781995
1.0719321,-4.400552,5.0,-0.14988494,5.0,-5.0,-5.0,-5.0,4.4569836,5.0,-5.0,-5.6875143,0.88718915,5.0,5.0,-0.3283905
-2.4106746,0.03521456,0.27024636,0.17049772,5.0,-5.0,-5.0,-5.0,5.0,5.0,-3.094171,-5.35675,0.8730993,5.0,5.0,-0.16907093
-5.0,5.0,-5.0,-4.142337,0.9329411,-5.0,0.741124,0.0971264,2.138842,5.0,1.2597866,0.095483944,-4.497145,5.0,0.7083049,-0.49210072
-5.0,5.0,-5.0,6.2149525,1.9114335,3.230072,2.3878644,-5.0,-5.0,-1.7018815,5.0,-4.1962714,-2.5655837,-5.0,-4.937229,5.0
-0.8689106,5.0,-5.0,10.0,5.0,-4.5776095,-3.5936718,0.78642935,4.4583135,-3.5935802,-0.19545877,-1.2859905,-1.9161856,-5.0,2.8398092,-0.07003288
3.8393555,-2.3820224,2.3200371,-0.35991347,5.0,-5.0,-5.0,-3.6501617,5.0,5.0,-5.0,-10.0,5.0,-5.0,0.3761444,-0.23994133
1.230284,-3.646043,3.892762,0.25845146,5.0,-5.0,-5.0,-4.479586,2.0042293,5.0,-5.0,-8.405531,1.4290879,4.31128,5.0,-0.4779909
-3.0699446,-0.47682482,1.4062443,4.2861395,5.0,-5.0,-5.0,-3.6827087,5.0,5.0,-1.7342093,0.33219516,-1.3093113,5.0,5.0,-0.8377367
-5.0,4.177133,-5.0,10.0,-0.07998583,-5.0,1.7342428,2.847583,-1.8420055,5.0,3.532197,6.01702,-5.0,5.0,-0.7178298,-0.35101745
-5.0,5.0,-5.0,1.3444064,-0.8334999,1.5732508,2.552169,0.6106896,-3.9110782,-5.0,5.0,-1.1011697,-3.2695868,-5.0,-5.0,-0.736011
-2.1433163,5.0,-4.7399006,-1.688137,5.0,-5.0,-5.0,0.7143197,4.83617,-1.238765,-1.5356717,-0.16873766,2.2631533,-5.0,1.4473951,1.6617585
1.5650378,-5.0,5.0,-0.2520772,5.0,-2.7135456,-4.6005282,5.0,3.9451003,5.0,-5.0,10.0,5.0,3.5304887,5.0,-1.0818958
-1.6059464,-4.8560357,5.0,-1.2832686,5.0,-5.0,-5.0,-5.0,5.0,5.0,-5.0,2.0554678,1.9245774,5.0,5.0,-0.5668081
-5.0,3.7090836,-5.0,3.4884129,-5.0,-5.0,5.0,-4.1278033,-3.0989347,5.0,3.5501232,-2.035834,-5.0,4.6309485,-3.525262,3.2345603
-5.0,5.0,-5.0,-6.6070757,-1.2955483,3.12356,2.1342094,0.6388393,-4.495982,-1.8371465,4.236732,-0.82823163,-5.0,-5.0,-5.0,5.0
-4.5107307,5.0,-5.0,10.0,4.9638786,-0.73849404,0.57809865,1.0098423,-0.062133968,-5.0,3.0544713,-0.85335267,-5.0,-5.0,0.19347245,-2.3931653
5.0,-0.48264542,2.0645678,5.330411,5.0,-5.0,-5.0,-0.83803034,5.0,3.5410845,-3.8332663,0.25138208,4.511062,-5.0,0.50727075,-0.29860193
1.449291,-4.7086964,5.0,-0.46430343,5.0,-5.0,-5.0,1.0294328,3.8595753,5.0,-5.0,-9.510429,2.568511,5.0,5.0,-0.19472852
0.14650345,-3.0591753,4.5585356,-1.0775144,5.0,-5.0,-4.697679,1.2138097,5.0,5.0,-1.4756603,10.0,-1.150224,5.0,5.0,-0.24688643
-5.0,3.2584012,-5.0,5.747664,-5.0,-4.7056246,2.3225112,-5.0,-3.2935808,5.0,1.6855904,-1.4747726,-5.0,4.3852825,-5.0,4.1436377
-5.0,5.0,-5.0,-10.0,-2.6063201,2.8279986,3.7855184,0.18474391,-5.0,-0.86025345,4.034532,-0.7768146,-5.0,-5.0,-4.7311835,2.6140738
-2.3257551,5.0,-5.0,10.0,5.0,-4.103461,-4.7293944,0.2043972,2.7043276,-4.280609,1.0774813,-0.5637801,-2.6770105,-5.0,-1.8855982,-4.82567
3.455357,-2.2089677,0.92232823,0.038099404,5.0,-5.0,-5.0,-5.0,4.953777,5.0,-5.0,0.9741453,5.0,-5.0,0.5309377,-0.2379876
0.9687267,-5.0,5.0,-0.5022264,5.0,-4.816246,-5.0,-4.5383844,5.0,5.0,-4.820561,-2.7659185,2.5976806,5.0,3.6097407,-0.9294845
-4.6593027,2.711102,-2.656639,-1.1190875,5.0,-5.0,-5.0,-5.0,5.0,5.0,2.2059474,3.7971866,-2.8973784,5.0,4.391579,-0.26524627
-5.0,5.0,-5.0,-3.4717104,-3.8750763,1.1551404,1.2359647,-0.587932,-4.3976154,2.8782833,3.3022447,-0.41346365,-5.0,0.9550133,-3.0607314,0.49196175
-5.0,4.8592057,-5.0,10.0,-4.7103143,4.677035,3.2343607,0.22953592,-0.7512249,-1.9646631,5.0,0.35256582,-4.8743377,-5.0,-4.712749,5.0
-5.0,5.0,-5.0,10.0,4.037996,-0.8736108,-1.3561578,-3.0444622,0.5147997,-5.0,4.899145,-0.8992719,-1.7722747,-5.0,-0.7778511,5.0
5.0,0.36157876,-2.2400475,-2.8265417,5.0,-2.6112368,-4.9669933,5.0,5.0,5.0,-5.0,4.440201,5.0,-5.0,3.2743955,0.6557222
1.3871297,-4.0022354,5.0,-0.051819794,5.0,-4.9485397,-3.5312138,-4.8951464,2.9305434,5.0,-5.0,-5.8191543,2.4057765,5.0,5.0,0.2690342
-3.2162113,-2.1833825,2.8710816,0.5687948,5.0,-5.0,-5.0,-2.357347,5.0,5.0,-5.0,-9.199083,-0.023975253,5.0,5.0,-0.34343836
-5.0,3.643179,-4.1401052,0.40466312,3.3215113,-5.0,-2.2420044,-3.6685195,5.0,5.0,-0.08056235,-2.8850844,-2.0526414,5.0,2.7316105,0.29902223
-5.0,5.0,-5.0,-2.2557144,-1.679448,2.0869443,3.2060485,0.76571035,-4.7006006,-1.5513948,4.5227814,-0.24763401,-5.0,-5.0,-5.0,-3.7908354
-5.0,5.0,-5.0,-3.5321424,4.0144196,-0.7932757,-0.86619925,4.4273777,-1.7707834,-5.0,3.8139174,0.6186867,-2.0455465,-5.0,-1.7141508,4.533839
4.5923643,0.24507713,-1.3551406,-0.123279594,5.0,-5.0,-5.0,-5.0,5.0,3.8004131,-5.0,0.5737551,5.0,-5.0,0.36091363,0.37454557
1.3053391,-5.0,4.76929,-0.3073039,5.0,-1.9983504,-4.7742906,5.0,3.6240525,5.0,-5.0,-8.638345,5.0,3.2980494,5.0,0.2999665
-2.6507893,0.26496792,0.77835834,3.1049511,5.0,-5.0,-5.0,-5.0,5.0,5.0,-1.6794107,-3.4646404,0.120615244,5.0,5.0,-0.36864305
