Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12,Joint_13,Joint_14,Joint_15,Joint_16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0005918797,1.4195415,-3.302367,-2.3372995e-06,0.47496957,-1.5011563,-3.2768068,-0.001582948,0.5250078,1.3683888,-3.299595,-0.0009680403,-0.2015608,-1.4464611,-3.3192542,0.0017519081
-0.5570016,0.14103997,3.5842352,1.4957026e-05,-1.4389572,0.24647802,2.0164504,-1.0277181,1.612258,3.375581,-2.588797,-36.943886,2.6949797,3.28316,2.2827275,0.036393046
-1.3693514,1.7041774,-0.25685942,-16.133825,0.1661601,2.6995227,2.8326933,-3.2680817,2.185172,1.4131055,-3.711165,-1.6777459,-2.429653,0.18060634,-2.9786868,-0.0022398308
1.3724521,-2.7401671,-0.503706,12.326503,1.0267134,-1.9080491,-0.11063236,-0.0013093948,0.30526078,-0.73792356,3.4850428,-0.06328097,-3.2806702,0.05102679,-1.7100616,5.8300333
1.5327536,-0.5958083,-0.35183716,1.0356791,2.322217,-1.0583674,-0.06534806,-0.0033814863,-2.104688,-1.1349611,0.01866693,-0.006267562,-3.1257632,-2.9385831,-2.969703,-9.19023
3.2203174,0.6272591,1.609596,-0.00040006638,1.0170041,-2.7150698,-0.14692184,-8.109288,2.5211167,-1.1317244,-3.5543542,0.013688728,3.3697789,-3.5828817,3.5534406,-0.004702909
0.6636356,0.80748045,-0.01603961,3.0351097e-05,-1.7366856,2.5577831,1.3810039,7.598811,1.9824538,3.4916291,-1.9076228,-13.581839,3.4378726,-0.47378442,-0.20872052,0.0011257678
-3.332938,2.4083126,0.17304727,-3.2020916e-06,-0.42571735,2.6891437,0.059450604,6.185152,0.975163,-2.0355637,-1.7937515,14.305687,-0.32264405,0.8391369,-0.044704676,0.028154748
-3.2962534,-0.3654816,-3.3570807,-1.1622301e-06,-0.22797267,-3.2605383,-0.67681026,-0.050326906,0.20896031,2.788688,-0.4333218,-5.739524,-3.7916222,3.4055765,-1.9867265,0.011211146
2.8598568,-3.3344724,2.7151406,0.074125245,2.9971213,2.3861213,-0.0793426,0.013711076,-3.358488,-0.14698632,-0.11304109,-0.011939637,-3.2799697,-2.4782908,-2.8863213,-5.0072365
-1.4684744,1.8586525,-0.18818739,-3.2546692,-1.6865646,1.3701724,0.79696643,6.5034237,3.4531894,-3.230314,0.68558306,-0.024816163,1.1228294,0.9167624,0.005567193,1.4405501
3.4064283,-3.2646983,1.9932295,-4.643283e-08,-0.3533485,-2.0255365,0.1985147,-6.064868,-0.4617511,-2.2742763,1.4528204,9.875283,3.810401,-3.281593,2.3171358,0.0029125698
-0.06822314,3.0298858,-0.005682363,-9.074738e-07,0.457483,-1.5680647,-0.45382738,-5.0802965,0.550737,-0.26725614,3.3882318,12.3714285,2.6271372,0.71198064,-0.09007554,0.08394508
-3.0898886,-0.7263677,1.9145885,0.00082969666,-0.49365348,2.1865802,0.074428916,6.2274075,2.3955436,0.76828027,-4.0363708,0.0015832176,-3.4976296,1.4478841,0.40976927,0.011358994
-2.2698843,2.727127,-2.1948364,-18.48286,-3.4658592,-1.4086113,3.363274,-0.011251435,-3.7374628,3.8838205,3.8320389,-0.077998474,-3.397758,1.9576527,-4.134843,0.0660944
0.17515229,0.73575896,0.0262416,0.0477041,-1.2146823,2.8088846,-0.013039485,0.0035406773,-3.3766508,0.5980769,-0.008980982,0.0028451728,-0.014585778,1.4953572,-0.31399858,8.7673855
