base_vel_x,base_vel_y,base_vel_z,base_vel_yaw
-0.0070996145,-0.010243912,1.0062683,-0.012190657
-0.27781868,0.041786615,-0.022652661,-0.48427734
-0.08196228,0.04753874,-0.1255616,0.25800115
-0.078525744,0.090451986,0.020816583,0.76679343
-0.05755146,-0.0074763224,0.15932585,-0.11115445
0.05113599,0.01595845,0.079035684,0.056886338
-0.047075946,0.008010163,-0.07372197,0.112536184
0.017340679,-0.053709198,0.11243622,0.39159644
0.07281732,-0.026058588,0.0920088,-0.19924945
-0.062912114,0.027873717,-0.22025524,-0.2406743
-0.035336453,0.07912306,0.01670265,-0.014093665
-0.031531837,0.079013415,0.14220238,0.07957986
-0.037147254,0.007069186,-0.03862684,0.13819222
-0.0032804739,-0.04972737,0.08114109,0.16278411
-0.033442196,-0.08973002,0.031493977,-0.3564615
-0.0744785,-0.015193787,-0.04236603,-0.58341944
-0.02024326,0.01743166,0.067626655,0.06662396
-0.03807295,0.009749263,-0.22394302,-0.017966434
-0.007815786,-0.030020265,-0.03680337,-0.16432017
-0.0026796102,-0.094026186,0.15296525,0.19130813
-0.014950052,-0.0811495,0.032244135,-0.026742755
-0.055419054,-0.039866734,0.08378398,-0.18441916
-0.007348252,-0.015227259,0.08261168,-0.21377018
-0.02721122,-0.0008985636,-0.12952355,-0.1988583
-0.00948259,-0.0321594,-0.031396307,-0.08029854
-0.007611983,-0.03277183,0.082355484,0.36492452
0.031988908,-0.089923345,0.066064306,0.0020773243
-0.04817864,-0.029351942,-0.12888217,-0.073917046
-0.041802388,-0.016752725,0.10397141,0.19940835
0.012222913,-0.011154876,-0.03302569,-0.017754517
-0.0018783755,-0.05876285,-0.04244839,0.013915522
-0.06416957,-0.05480024,0.06705269,0.09921908
0.0015020247,-0.0897389,0.11568364,0.07820067
-0.045010507,0.0013693189,-0.17707346,-0.2789079
-0.07560285,0.047279786,0.046412546,0.14497785
-0.020089913,0.1066165,0.027275015,0.119465485
-0.03851263,0.023284875,-0.04180398,0.088138804
-0.0450091,-0.011848688,0.113883324,-0.040210765
-0.0008025925,-0.054238748,0.11865399,-0.32637125
-0.09099614,0.0039022313,-0.041875876,-0.012658253
-0.06295343,0.012531756,-0.009211449,0.114796214
-0.076734446,0.024239525,-0.13311264,0.020365631
-0.054273948,-0.018803954,0.031417977,-0.14050762
0.014459264,-0.095010936,0.16441382,0.17801724
-0.008906353,-0.028123472,0.060454745,0.05626155
-0.019770892,0.009047214,0.06477941,0.18590313
-0.01086713,0.033118498,-0.12905824,-0.37804428
-0.065641284,-0.019306587,-0.09718052,-0.09170775
-0.06472849,-0.031688176,0.037950136,0.100595996
0.012378862,-0.09437126,0.14204073,-0.17812172
-0.07579356,-0.031542234,0.057805218,-0.21265432
-0.042158145,0.006951941,0.12077502,0.34817648
-0.040211037,-0.033790264,-0.26091418,-0.08138348
-0.060834426,-0.057239734,-0.018247364,-0.18199778
-0.056230374,-0.11409387,0.09772989,0.043634765
-0.065786354,-0.063084714,0.032523647,-0.33953223
-0.021787342,-0.029713769,0.04261727,0.19856325
0.037188627,0.032779105,0.0069405152,0.07601388
-0.014449249,0.0095577985,-0.29701346,-0.08805833
-0.004295856,0.019498775,-0.015006667,0.16202314
-0.016937789,-0.030379575,0.11540034,0.47550634
-0.025333507,0.03126291,-0.117878124,-0.09739213
-0.047919765,-0.008405269,-0.0063599953,-0.29482818
-0.046055544,0.014431541,0.112820655,-0.18803737
-0.055541016,-0.004463808,-0.14801867,0.07096692
-0.044158716,-0.02305575,0.013253827,0.17055574
-0.013323795,-0.056882076,0.14653686,0.2634114
-0.064772435,0.0056050858,-0.16468945,-0.29671562
-0.06178948,-0.017743606,0.04284869,0.014377695
-0.0374991,0.0495966,0.03696657,0.1135273
-0.05762425,-0.039214842,-0.2315833,0.17878444
-0.07838382,-0.065018356,0.027530096,0.27277324
-0.052343406,-0.11682173,0.10770427,-0.00015559062
-0.056378275,-0.019856747,-0.008975553,-0.33138877
