Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Joint_7,Joint_8,Joint_9,Joint_10,Joint_11,Joint_12,Joint_13,Joint_14,Joint_15,Joint_16
0.117060654,-0.0,-0.0,0.0,-0.29101133,0.0,0.0,0.0,-0.26635113,-0.0,-0.0,0.0,0.18543826,0.0,0.0,0.0
0.14300352,0.005156331,-0.006295825,8.450996e-08,-0.26448867,0.0057283733,0.006464189,-0.00014069382,-0.23520747,0.0022836453,-0.0057123345,0.00062816206,0.20155448,0.009308313,0.013878364,-0.00068656815
0.057642676,-0.04519202,0.02118087,-0.12925307,-0.12836641,-0.013155462,-0.04266965,-0.2890454,-0.03687713,-0.07321702,0.06126331,-0.006046416,0.123563156,0.17101343,0.22345716,0.05553729
-0.09334146,-0.032668237,0.262297,0.11952815,-0.08182304,-0.050957736,0.061426997,-0.40271875,-0.08440541,-0.09168624,0.14013676,0.1551218,0.08794053,0.276057,0.30604795,-0.31848365
-0.08211065,0.01228444,0.25666752,0.008457384,-0.001663821,-0.11932978,0.33520687,-0.49999613,-0.092878975,-0.07908748,0.38104096,-0.037414216,-0.004885278,0.3163989,0.23485696,0.14705202
0.010775987,0.0078865355,0.25397435,0.31505254,0.107718535,-0.09560777,0.24215665,-0.19470961,-0.010746188,-0.14952219,0.30228874,-0.2646803,-0.05608422,0.1792528,0.16130139,0.077982605
0.16768278,-0.050622016,0.4000274,0.101104125,-0.018936357,-0.051398877,0.26423964,-0.09092933,0.08724223,-0.22479442,0.32483456,0.1463637,0.24090546,-0.08433176,0.4000132,-0.02971918
0.07527008,0.12687182,0.4000087,-0.003464128,-0.13843365,-0.0043958165,0.29433894,0.0058286414,0.2278231,-0.21320336,0.18822663,0.29586327,0.43290547,-0.088724576,0.40002397,-0.2770586
-0.14204247,0.2202462,0.29557186,0.06925385,-0.08905259,-0.02478416,0.25112057,0.1497434,0.27027336,-0.1889924,0.08786398,0.20152572,0.16504483,0.03140851,0.40068722,-0.19273894
-0.08955772,0.16009194,0.22839722,0.13486297,-0.18413477,-0.1163926,0.3501576,-0.122026555,0.010970595,0.083058655,0.28885552,-0.22851193,-0.03262287,0.12253465,0.35069472,-0.2235736
0.027768336,0.10479374,0.3149575,0.05269773,-0.1756915,-0.03197155,0.4000004,-0.28053564,-0.26379448,0.1182261,0.3999981,-0.20594142,-0.12182562,0.22237235,0.3189689,0.31228316
0.058661174,0.031953197,0.3094839,0.13782796,-0.009538867,-0.070281915,0.29034323,-0.26773039,-0.16454789,-0.035436817,0.3784497,-0.2917411,-0.17870685,0.15296365,0.25165367,0.1294905
0.16115522,0.041472506,0.40002823,0.14223686,-0.04290735,-0.046721607,0.30393687,-0.04025,0.01797953,-0.0851711,0.2195389,0.005327428,0.16272318,-0.09644477,0.40009746,0.041994676
0.009940653,0.12450351,0.40002227,-0.10331995,-0.13058427,0.0077768373,0.30935928,0.20332272,0.1411866,-0.108995035,0.095253356,0.25670546,0.37864348,-0.10207183,0.3999654,0.06126207
-0.17644933,0.15343428,0.254806,-0.044760942,-0.11331351,0.0010075007,0.24837881,0.24017724,0.173765,-0.09115796,0.024272557,0.30670658,0.12364263,0.010606622,0.3999915,-0.28157508
-0.12253144,0.1158794,0.2700038,0.14804369,-0.1508153,-0.071085624,0.4000045,-0.009696618,-0.011930435,0.055462234,0.17522024,0.0022586857,-0.08650137,0.16906671,0.26804468,-0.116742134
-0.026116977,0.055785958,0.30988726,0.23257235,-0.12003069,-0.0062875063,0.40123254,-0.18408489,-0.25171354,0.09715263,0.39931822,-0.22903544,-0.20781657,0.19741988,0.12900993,0.4464444
0.05044962,0.0050908774,0.29839164,0.40510428,0.005194591,-0.007343454,0.24017,-0.2802685,0.01399729,-0.054076027,0.21926214,-0.21765083,-0.07830993,0.004444536,0.19325593,0.23724605
0.19485529,-0.04508927,0.39999834,0.11750534,-0.14439455,0.041663103,0.3666737,-0.25113168,0.107650325,-0.101122804,0.23597646,0.062336702,0.29621193,-0.08472829,0.39914048,0.102705665
