feet_1,feet_2,feet_3,feet_4
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,75.453964,0.0,28.224777
0.0,18.863659,15.773492,0.0
0.0,16.540028,33.266685,0.0
0.0,35.78444,19.16106,8.925399
4.2909923,0.0,0.0,24.874601
24.63557,0.0,0.0,27.594376
8.638724,0.0,0.0,0.0
0.0,18.61298,33.551453,0.0
0.0,16.504837,34.522152,0.0
0.0,11.018027,0.0,0.0
23.61741,0.0,0.0,20.614544
11.785116,0.0,0.0,18.654943
0.0,10.475315,53.39705,0.0
0.0,25.704824,4.1127133,0.0
0.0,2.2761724,0.0,0.0
0.0,17.020191,0.0,0.0
18.600513,0.0,0.0,15.13603
27.822231,0.0,0.0,6.790535
0.0,33.20787,37.990448,0.0
0.0,33.6773,29.03028,0.0
0.0,30.126995,0.0,0.0
25.562313,0.0,0.0,0.0
31.541094,0.0,0.0,33.355812
22.082525,0.0,0.0,19.929853
0.0,29.231146,104.62873,0.0
0.0,38.96274,34.20058,0.0
0.0,35.26452,30.024689,0.0
28.712631,0.0,0.0,0.0
20.75263,0.0,0.0,17.74768
10.964933,0.0,0.0,15.195007
0.0,11.9307785,37.54425,0.0
0.0,6.978946,10.843943,0.0
0.0,18.105818,14.7735,0.0
0.0,5.4663577,2.1486652,0.0
26.06235,0.0,0.0,27.606625
13.743557,0.0,0.0,26.825842
0.0,25.357813,58.897156,0.0
0.0,22.09174,4.1542687,0.0
0.0,23.384008,30.334723,0.0
9.513074,0.0,0.0,47.88145
21.634487,0.0,0.0,30.164328
0.0,26.862398,0.0,0.0
0.0,32.180344,13.867503,0.0
0.0,26.580126,0.0,0.0
0.0,20.451965,0.0,0.0
19.46599,0.0,0.0,45.248093
12.948348,0.0,0.0,5.2102265
18.74077,0.0,0.0,0.41255355
0.0,23.647762,47.536213,0.0
0.0,16.386497,18.003563,0.0
0.0,29.666328,25.241962,0.0
0.0,2.6365902,22.624466,0.0
28.79998,0.0,0.0,38.96769
14.626588,0.0,0.0,3.2708573
0.0,17.486362,48.700703,0.0
0.0,19.110247,33.031643,0.0
0.0,28.278893,2.1422522,0.0
0.0,0.0,0.0,0.0
30.964725,0.0,0.0,37.47055
21.895275,0.0,0.0,14.580371
0.0,6.759726,0.0,0.0
0.0,24.984507,29.150259,0.0
0.0,34.230156,29.764927,0.0
32.48975,0.0,0.0,0.0
35.6371,0.0,0.0,37.78299
48.31218,0.0,0.0,0.0
0.0,34.29452,37.37313,0.0
0.0,9.283774,33.77245,0.0
0.0,33.68929,28.677675,0.0
11.150372,0.0,0.0,0.0
15.746578,0.0,0.0,42.58742
15.832374,0.0,0.0,0.0
0.0,32.339703,16.17745,0.0
0.0,26.99593,1.9682629,0.0
0.0,9.92007,30.93797,0.0
17.822275,0.0,0.0,0.0
34.000496,0.0,0.0,40.648777
13.600601,29.8424,0.0,0.0
0.0,41.647877,41.432102,0.0
0.0,22.492525,31.293873,0.0
0.0,21.574413,0.0,0.0
18.328234,0.0,0.0,0.0
28.43396,0.0,0.0,6.1557636
20.151539,0.0,0.0,0.0
0.0,7.896879,0.0,0.0
0.0,19.607038,35.239918,0.0
0.0,27.202007,0.0,0.0
0.0,0.0,0.0,0.0
34.045155,0.0,0.0,18.099886
20.812828,0.0,0.0,11.926198
3.8282778,28.795677,0.0,0.0
0.0,43.7392,38.566658,0.0
0.0,9.735371,29.675957,0.0
0.0,3.014484,12.082401,0.0
32.41251,0.0,0.0,24.455215
23.870638,0.0,0.0,20.43127
0.0,24.79671,0.0,0.0
0.0,37.08289,34.099957,0.0
0.0,18.981297,39.29631,0.0
0.0,15.433516,0.0,0.0
24.526218,0.0,0.0,88.65558
23.591974,0.0,0.0,40.459846
12.797628,25.187551,0.0,0.0
0.0,35.85963,8.138619,0.0
0.0,31.454784,31.35072,0.0
0.0,20.380602,0.0,0.0
32.782204,0.0,0.0,14.661466
23.330837,0.0,0.0,23.69131
0.0,6.0631638,0.0,0.0
0.0,12.618004,13.784948,0.0
0.0,8.432509,38.79019,0.0
0.0,20.614983,0.0,0.0
25.645647,0.0,0.0,21.276962
25.585398,0.0,0.0,29.137161
20.537392,0.0,0.0,6.399756
0.0,15.643837,37.950886,0.0
0.0,14.317061,34.724075,0.0
0.0,27.626892,13.814968,0.0
23.600525,0.0,0.0,0.0
24.394533,0.0,0.0,14.052783
0.0,19.731745,0.0,0.0
0.0,38.351643,34.305466,0.0
0.0,30.465096,33.37659,0.0
0.0,27.42904,11.7945,0.0
35.195667,0.0,0.0,39.666958
18.931196,0.0,0.0,27.939983
0.0,21.500319,0.0,0.0
0.0,23.936613,3.582032,0.0
0.0,30.277395,19.760027,0.0
0.0,4.468848,0.0,0.0
33.80511,0.0,0.0,17.323399
23.980719,0.0,0.0,12.1739
0.0,22.681177,0.0,0.0
0.0,30.627367,0.83007646,0.0
0.0,23.88159,0.0,0.0
0.0,19.57562,33.73441,0.0
43.19408,0.0,0.0,37.356895
18.826084,0.0,0.0,31.507736
8.890611,0.0,0.0,0.0
0.0,35.33243,34.723957,0.0
0.0,18.762987,34.33047,0.0
26.665302,0.0,13.378342,0.0
29.293684,0.0,0.0,42.41766
17.918785,0.0,0.0,25.730106
0.0,42.53896,29.751965,0.0
0.0,37.105415,27.150463,0.0
0.0,11.020192,9.138309,0.0
14.184888,0.0,0.0,42.303753
25.711477,0.0,0.0,17.709341
12.366892,0.0,0.0,17.297735
0.0,27.673357,35.919544,0.0
0.0,5.7080855,0.0,0.0
0.0,7.2289267,2.8556614,0.0
35.814972,0.0,0.0,40.394203
29.796171,0.0,0.0,5.289748
0.0,17.965866,0.0,0.0
0.0,39.332657,34.960636,0.0
0.0,32.04598,28.29958,0.0
18.197685,0.0,0.0,0.0
5.978058,0.0,0.0,17.138035
25.936996,0.0,0.0,10.003556
0.0,30.88417,0.0,0.0
0.0,41.015167,37.15823,0.0
0.0,18.01117,33.29422,0.0
0.0,32.22957,18.571253,0.0
33.873993,0.0,0.0,40.515186
26.881691,0.0,0.0,22.792868
1.3394519,18.216862,0.0,0.0
0.0,23.849617,33.801315,0.0
0.0,31.678799,38.856937,0.0
22.039553,0.0,0.018101932,0.0
23.373638,0.0,0.0,27.442398
24.454992,4.0639,0.0,6.5603814
0.0,17.243565,44.63913,0.0
0.0,19.67957,39.729523,0.0
0.0,27.43538,13.084981,0.0
24.107971,0.0,0.0,0.0
26.383987,0.0,0.0,27.489578
0.0,19.15607,0.0,0.0
0.0,39.09303,37.04678,0.0
0.0,36.13325,31.873533,0.0
8.398793,0.0,0.0,0.0
34.54873,0.0,0.0,10.466098
14.3833475,0.0,0.0,12.639032
8.375723,5.9160137,0.0,0.0
0.0,19.901148,37.107468,0.0
0.0,6.58214,0.0,0.0
41.57127,0.0,0.0,40.37281
32.13976,0.0,0.0,11.533572
0.0,18.28507,0.0,0.0
0.0,34.86632,30.959263,0.0
0.0,30.380703,6.178552,0.0
11.551913,0.0,0.0,0.0
26.472006,0.0,0.0,17.238668
19.292562,0.0,0.0,0.0
0.0,37.050064,44.06904,0.0
0.0,17.131456,36.763306,0.0
0.0,12.04358,0.0,0.0
41.51432,0.0,0.0,21.069843
18.001925,0.0,0.0,14.126789
19.084967,0.0,0.0,21.718403
0.0,0.0,33.340088,0.0
0.0,15.121393,37.581993,0.0
0.0,28.415506,22.734455,0.0
25.144295,0.0,0.0,0.0
27.2509,0.0,0.0,27.942526
6.9915032,17.841043,0.0,0.0
0.0,35.03808,13.69022,0.0
0.0,27.471039,0.0,0.0
0.0,34.79946,19.736046,0.0
24.717344,0.0,0.0,0.0
33.368034,0.0,0.0,16.414175
16.11398,0.0,0.0,4.858316
0.0,8.773847,0.0,0.0
0.0,16.360594,33.857307,0.0
0.0,28.81021,32.824905,0.0
28.649422,0.0,0.0,0.0
28.087896,0.0,0.0,31.080744
24.662664,15.714091,0.0,0.0
0.0,32.832626,20.099613,0.0
0.0,11.860253,4.8039293,0.0
0.0,12.114337,25.817146,0.0
17.136686,0.0,0.0,57.17357
27.181366,0.0,0.0,34.550762
9.527616,0.0,0.0,0.0
0.0,40.076603,36.849167,0.0
0.0,37.396065,36.459507,0.0
22.108437,7.5307713,13.006574,0.0
15.137728,0.0,0.0,37.499992
13.584847,0.0,0.0,23.990927
0.0,20.609735,46.486805,0.0
0.0,16.056976,36.13311,0.0
0.0,19.79013,0.0,0.0
4.989419,0.0,0.0,0.0
29.855135,0.0,0.0,12.985103
21.052048,0.0,0.0,0.0
0.0,19.866697,29.811361,0.0
0.0,14.444548,9.370802,0.0
